当日链接,比赛详情链接,日期,开赛时间,联赛名,主队,客队,威廉希尔凯利胜,威廉希尔凯利平,威廉希尔凯利负,威廉希尔初盘返还率,威廉希尔终盘返还率,威廉希尔变化时间,伟德凯利胜,伟德凯利平,伟德凯利负,伟德初盘返还率,伟德终盘返还率,伟德变化时间,易胜博凯利胜,易胜博凯利平,易胜博凯利负,易胜博初盘返还率,易胜博终盘返还率,易胜博变化时间,interwetten凯利胜,interwetten凯利平,interwetten凯利负,interwetten初盘返还率,interwetten终盘返还率,interwetten变化时间,伟德主胜初赔,伟德主胜终赔,伟德平赔初赔,伟德平赔终赔,伟德客胜初赔,伟德客胜终赔,最终赛果,初盘亚盘（Crown）,终盘亚盘（Crown）,首先进球方
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1843320.htm	,2021.02.25	,19:30	,泰超	,罗勇	,曼谷玻璃	,1.14	,0.85	,0.91	,90.16	,92.29	,02-25 19:30	,0.85	,0.80	,0.96	,91.20	,91.67	,	,0.85	,0.92	,0.87	,87.98	,87.82	,	,0.80	,0.83	,0.96	,93.10	,91.21	,	,10.50	,7.50	,6.50	,4.50	,1.18	,1.36	,0	,受让两球	,受让一球/球半	,0	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1930377.htm	,2021.02.25	,20:00	,阿塞超	,兹拉	,内弗特奇	,1.11	,0.90	,0.79	,89.38	,91.72	,02-25 20:00	,1.13	,0.84	,0.78	,89.33	,89.34	,02-25 19:59	,1.08	,0.87	,0.79	,89.30	,89.62	,02-25 20:00	,1.09	,0.84	,0.83	,91.60	,90.90	,02-25 20:00	,2.50	,3.25	,3.13	,2.80	,2.50	,2.20	,3	,受让平手/半球	,受让平手/半球	,3	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1843319.htm	,2021.02.25	,20:00	,泰超	,曼谷联合队	,春武里	,0.91	,0.90	,1.00	,89.94	,91.67	,02-25 20:00	,0.91	,0.92	,0.94	,91.37	,91.28	,	,0.91	,0.88	,0.75	,87.38	,87.63	,	,0.90	,0.92	,0.94	,91.37	,90.83	,	,1.45	,1.36	,4.20	,4.60	,6.00	,7.00	,3	,一球	,一球/球半	,3	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1979990.htm	,2021.02.25	,21:00	,法国杯	,罗莫朗坦	,马特沙柏利	,0.90	,0.98	,0.90	,91.36	,90.73	,	,0.97	,0.85	,0.79	,94.61	,94.62	,	,	,	,	,	,	,	,0.94	,0.98	,1.01	,94.46	,94.25	,02-25 20:52	,1.12	,1.13	,9.50	,9.50	,17.00	,15.00	,3	,没有Crown	,没有Crown	,3	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1911186.htm	,2021.02.25	,21:00	,土甲	,奥斯曼里士邦	,土兹拉士邦	,0.99	,0.86	,0.90	,92.17	,91.37	,	,1.02	,0.90	,0.92	,90.79	,94.04	,02-25 20:53	,0.89	,0.85	,0.94	,90.09	,89.95	,	,0.98	,0.89	,0.92	,92.76	,92.76	,	,3.13	,3.90	,3.40	,3.40	,2.05	,1.95	,1	,受让半球	,受让半球	,1	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1961492.htm	,2021.02.25	,21:00	,突尼甲	,斯塔图里	,蒙纳斯堤	,0.96	,0.93	,0.88	,91.91	,91.76	,	,0.96	,0.96	,0.85	,91.36	,91.57	,	,0.84	,0.93	,0.91	,88.86	,89.22	,	,1.02	,0.91	,0.83	,90.47	,90.73	,02-25 21:00	,2.80	,3.20	,2.80	,2.90	,2.63	,2.30	,1	,平手	,受让平手/半球	,没有详细事件	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1972176.htm	,2021.02.25	,21:30	,阿联酋超	,迪哈夫拉	,阿尔艾因	,0.98	,0.91	,0.90	,91.66	,91.54	,	,1.06	,0.91	,0.88	,91.84	,92.00	,02-25 21:28	,0.93	,0.86	,0.86	,87.74	,87.41	,	,0.96	,0.90	,0.90	,91.22	,90.88	,	,3.75	,5.00	,3.75	,4.00	,1.80	,1.57	,3	,受让半球/一球	,受让一球	,3	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1893862.htm	,2021.02.25	,22:00	,斯亚甲	,哥里卡	,亚穆尼积	,0.85	,0.93	,1.00	,91.62	,91.72	,02-25 22:00	,0.85	,0.90	,0.93	,89.30	,88.95	,	,0.87	,0.90	,0.90	,88.48	,88.52	,	,0.89	,0.93	,0.93	,90.87	,91.31	,	,2.45	,2.25	,3.13	,3.10	,2.55	,2.80	,1	,平手	,平手/半球	,1	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1964140.htm	,2021.02.25	,22:00	,印度超	,詹谢普尔	,邦加罗尔	,0.88	,0.88	,1.01	,92.01	,91.72	,02-25 22:00	,0.86	,0.97	,0.91	,89.85	,90.71	,	,0.85	,0.94	,0.91	,89.24	,89.60	,	,0.90	,0.91	,0.96	,92.00	,92.15	,	,2.30	,2.20	,2.90	,3.30	,3.00	,2.90	,3	,平手/半球	,平手/半球	,3	
http://bf.win007.com/football/Over_20210225.htm	,http://op1.win007.com/oddslist/1930378.htm	,2021.02.25	,22:30	,阿塞超	,卡拉巴克	,萨巴伊	,0.90	,0.90	,1.07	,90.00	,91.32	,02-25 22:30	,0.89	,0.87	,0.95	,89.25	,88.85	,	,0.90	,0.89	,0.88	,89.25	,89.44	,	,0.92	,0.90	,0.95	,92.00	,91.91	,	,1.15	,1.13	,5.75	,5.75	,13.00	,15.00	,3	,两球	,两球	,3	
