当日链接,比赛详情链接,日期,开赛时间,联赛名,主队,客队,威廉希尔凯利胜,威廉希尔凯利平,威廉希尔凯利负,威廉希尔初盘返还率,威廉希尔终盘返还率,威廉希尔变化时间,伟德凯利胜,伟德凯利平,伟德凯利负,伟德初盘返还率,伟德终盘返还率,伟德变化时间,易胜博凯利胜,易胜博凯利平,易胜博凯利负,易胜博初盘返还率,易胜博终盘返还率,易胜博变化时间,interwetten凯利胜,interwetten凯利平,interwetten凯利负,interwetten初盘返还率,interwetten终盘返还率,interwetten变化时间,伟德主胜初赔,伟德主胜终赔,伟德平赔初赔,伟德平赔终赔,伟德客胜初赔,伟德客胜终赔,最终赛果,初盘亚盘（Crown）,终盘亚盘（Crown）,首先进球方
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1962251.htm	,2021.01.31	,11:00	,墨西联	,阿苏尔	,克雷塔罗	,0.88	,0.95	,1.06	,93.22	,92.89	,01-31 11:00	,0.92	,0.92	,1.02	,93.13	,93.85	,01-31 10:54	,0.92	,0.84	,0.96	,92.43	,90.40	,	,0.92	,0.88	,1.00	,93.03	,92.36	,01-31 11:00	,1.67	,1.75	,3.75	,3.50	,4.80	,4.80	,3	,半球	,半球/一球	,3	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1898162.htm	,2021.01.31	,18:00	,罗甲	,博托沙尼	,赫曼施塔特	,0.92	,0.91	,1.01	,92.28	,93.25	,01-31 18:00	,0.92	,0.94	,0.96	,94.03	,93.32	,	,0.92	,0.91	,0.88	,89.64	,90.73	,	,0.92	,0.91	,0.96	,92.36	,92.51	,	,1.80	,1.73	,3.50	,3.30	,4.50	,5.25	,3	,半球/一球	,半球/一球	,3	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1915466.htm	,2021.01.31	,19:30	,意甲	,斯佩齐亚	,乌迪内斯	,0.97	,0.93	,0.93	,94.30	,93.82	,	,1.02	,0.93	,0.93	,93.51	,94.88	,01-31 19:22	,0.97	,0.98	,0.96	,96.98	,96.78	,	,0.96	,0.95	,0.94	,95.23	,94.80	,	,3.20	,4.20	,3.20	,3.30	,2.25	,1.95	,0	,受让平手/半球	,受让半球	,0	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1904001.htm	,2021.01.31	,20:00	,英超	,切尔西	,伯恩利	,0.96	,0.92	,1.08	,95.24	,95.90	,01-31 20:00	,0.98	,0.92	,0.88	,94.97	,95.57	,	,0.97	,0.94	,0.91	,96.31	,95.75	,	,0.98	,0.90	,0.83	,93.70	,95.09	,	,1.36	,1.36	,5.00	,5.00	,8.50	,9.00	,3	,一球/球半	,一球/球半	,3	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1877428.htm	,2021.01.31	,20:00	,法甲	,尼斯	,圣埃蒂安	,0.96	,0.99	,0.88	,93.96	,94.07	,	,1.03	,0.93	,0.88	,93.64	,95.03	,01-31 19:59	,1.01	,0.96	,0.88	,95.52	,95.12	,01-31 20:00	,1.03	,0.93	,0.90	,93.04	,95.60	,01-31 20:00	,2.40	,2.55	,3.40	,3.30	,2.80	,2.80	,0	,平手/半球	,平手	,0	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1895022.htm	,2021.01.31	,20:30	,德乙	,海登海默	,圣保利	,0.90	,0.91	,1.02	,93.29	,93.07	,01-31 20:30	,0.91	,0.99	,0.90	,92.91	,92.96	,	,0.93	,0.93	,1.02	,95.12	,95.22	,01-31 20:30	,0.93	,0.96	,0.97	,94.33	,94.70	,	,1.95	,1.87	,3.50	,3.60	,3.60	,3.80	,0	,半球	,半球	,0	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1939332.htm	,2021.01.31	,20:45	,希腊甲	,伊奥尼科斯	,伊拉佩拉	,0.88	,0.91	,1.00	,90.61	,90.58	,01-31 20:45	,0.92	,0.87	,0.94	,90.92	,90.68	,	,0.88	,0.91	,0.77	,87.09	,87.09	,	,0.87	,0.94	,1.14	,91.27	,91.11	,01-31 20:45	,1.45	,1.45	,3.90	,3.70	,6.50	,7.00	,3	,没有Crown	,没有Crown	,3	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1914936.htm	,2021.01.31	,21:00	,西乙	,希洪竞技	,卡塔赫纳	,0.94	,0.90	,0.97	,93.15	,93.27	,	,0.97	,0.93	,0.90	,92.39	,93.89	,	,1.00	,0.93	,0.81	,92.93	,93.00	,01-31 21:00	,0.97	,0.91	,0.92	,93.27	,93.91	,	,1.93	,2.05	,3.00	,3.00	,4.33	,4.10	,1	,半球	,半球	,1	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1962508.htm	,2021.01.31	,21:00	,希腊超	,OFI克里特	,AEK雅典	,0.90	,0.90	,0.98	,93.33	,93.82	,	,0.86	,0.92	,0.98	,93.29	,93.45	,	,0.79	,0.92	,1.01	,92.83	,92.82	,01-31 21:00	,0.97	,0.98	,1.03	,93.22	,100.19	,01-31 21:00	,4.50	,3.80	,3.40	,3.40	,1.80	,1.95	,0	,受让半球/一球	,受让半球	,0	
http://bf.win007.com/football/Over_20210131.htm	,http://op1.win007.com/oddslist/1910770.htm	,2021.01.31	,21:00	,土超	,阿兰亚斯堡	,锡瓦斯体育	,0.65	,1.24	,2.89	,93.10	,93.60	,01-30 21:49	,0.94	,0.96	,0.93	,94.58	,94.47	,	,0.67	,1.07	,2.25	,92.45	,90.31	,01-30 21:23	,0.95	,0.95	,0.93	,94.63	,94.85	,	,2.00	,1.87	,3.40	,3.50	,3.80	,4.20	,3	,半球	,平手/半球	,3	
