当日链接,比赛详情链接,日期,开赛时间,联赛名,主队,客队,威廉希尔凯利胜,威廉希尔凯利平,威廉希尔凯利负,威廉希尔初盘返还率,威廉希尔终盘返还率,威廉希尔变化时间,伟德凯利胜,伟德凯利平,伟德凯利负,伟德初盘返还率,伟德终盘返还率,伟德变化时间,易胜博凯利胜,易胜博凯利平,易胜博凯利负,易胜博初盘返还率,易胜博终盘返还率,易胜博变化时间,interwetten凯利胜,interwetten凯利平,interwetten凯利负,interwetten初盘返还率,interwetten终盘返还率,interwetten变化时间,伟德主胜初赔,伟德主胜终赔,伟德平赔初赔,伟德平赔终赔,伟德客胜初赔,伟德客胜终赔,最终赛果,初盘亚盘（Crown）,终盘亚盘（Crown）,首先进球方
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1913741.htm	,2020.09.30	,15:00	,中甲	,内蒙古中优	,北京北体大	,0.83	,0.83	,1.03	,91.25	,90.87	,09-30 15:00	,1.00	,0.89	,0.91	,91.34	,92.34	,09-30 14:55	,0.74	,0.89	,1.00	,89.95	,88.97	,09-30 15:00	,0.81	,0.84	,1.03	,91.28	,90.73	,09-30 14:56	,2.40	,4.20	,2.90	,2.90	,3.00	,2.00	,1	,受让平手/半球	,受让平手/半球	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1913738.htm	,2020.09.30	,15:00	,中甲	,黑龙江火山鸣泉	,长春亚泰	,0.91	,0.86	,0.94	,90.45	,91.30	,	,1.04	,0.92	,0.91	,91.85	,92.48	,09-30 14:57	,0.77	,0.88	,0.93	,89.19	,89.41	,	,0.91	,0.91	,0.91	,90.90	,91.07	,	,4.80	,8.00	,3.80	,3.75	,1.62	,1.45	,1	,受让一球	,受让一球	,3	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1784727.htm	,2020.09.30	,15:00	,香港超	,冠忠南区	,愉园	,0.88	,0.86	,1.09	,89.89	,90.24	,09-30 14:58	,0.86	,0.90	,1.09	,89.40	,89.35	,09-30 14:50	,0.89	,0.84	,0.79	,86.82	,86.88	,	,0.90	,0.94	,0.93	,90.85	,90.97	,	,1.33	,1.22	,5.00	,5.50	,6.00	,8.50	,1	,球半/两球	,球半/两球	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1913742.htm	,2020.09.30	,15:30	,中甲	,辽宁沈阳城市	,梅州客家	,1.37	,1.04	,0.83	,90.74	,91.07	,09-30 15:30	,1.93	,1.09	,0.81	,92.49	,92.92	,09-30 15:30	,1.00	,1.06	,0.83	,89.14	,89.03	,09-30 15:30	,1.02	,0.97	,0.88	,91.52	,91.26	,09-30 14:32	,4.50	,17.00	,3.20	,4.60	,1.83	,1.25	,1	,受让一球	,受让球半	,3	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1861801.htm	,2020.09.30	,16:30	,越南甲	,芹苴	,安江	,0.76	,0.97	,1.20	,91.51	,90.11	,09-30 16:30	,0.85	,0.92	,0.96	,89.62	,89.36	,	,0.87	,0.81	,0.93	,87.04	,87.04	,	,0.86	,0.92	,0.99	,91.33	,90.71	,	,2.75	,1.80	,3.25	,3.50	,2.25	,3.60	,3	,平手	,半球/一球	,3	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1861802.htm	,2020.09.30	,16:30	,越南甲	,甫宪	,SQC平定	,0.83	,0.98	,1.03	,91.46	,89.80	,09-30 16:30	,0.83	,0.93	,1.08	,89.47	,89.39	,09-30 16:28	,0.82	,0.93	,0.94	,87.31	,86.98	,	,0.86	,0.93	,1.08	,91.65	,91.14	,09-30 16:20	,2.15	,1.50	,3.25	,3.70	,2.90	,5.50	,0	,平手/半球	,一球	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1861798.htm	,2020.09.30	,16:30	,越南甲	,多乐	,巴里亚头顿	,1.06	,0.92	,0.84	,89.83	,90.11	,09-30 16:27	,0.98	,0.92	,0.85	,89.00	,89.36	,	,	,	,	,	,	,	,1.00	,0.92	,0.88	,91.01	,91.23	,09-30 16:26	,3.25	,4.40	,3.30	,3.50	,1.95	,1.65	,0	,没有Crown	,没有Crown	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1872569.htm	,2020.09.30	,18:00	,日职联	,神户胜利船	,名古屋鲸八	,0.99	,0.93	,0.91	,94.36	,94.52	,	,0.97	,0.93	,0.93	,94.96	,94.67	,	,1.03	,0.98	,0.90	,96.24	,96.86	,09-30 18:00	,0.95	,0.92	,0.92	,92.65	,92.96	,	,2.38	,2.45	,3.50	,3.60	,2.88	,2.70	,3	,平手/半球	,平手	,3	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873144.htm	,2020.09.30	,18:00	,日职乙	,群马草津温泉	,山形山神	,0.99	,0.91	,0.91	,92.40	,92.56	,	,0.99	,0.96	,0.90	,91.97	,93.26	,	,1.05	,0.96	,0.93	,96.53	,96.09	,09-30 18:00	,0.93	,0.89	,0.91	,91.01	,91.07	,	,3.60	,4.33	,3.00	,3.50	,2.10	,1.80	,0	,受让半球	,受让半球	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873136.htm	,2020.09.30	,18:00	,日职乙	,千叶市原	,京都不死鸟	,1.00	,0.91	,0.88	,92.73	,92.35	,09-30 18:00	,1.03	,0.94	,0.88	,93.22	,93.90	,09-30 17:45	,1.06	,0.99	,0.89	,97.70	,96.39	,09-30 18:00	,1.00	,0.89	,0.86	,90.14	,90.96	,09-30 17:42	,2.88	,3.50	,3.00	,3.30	,2.55	,2.10	,1	,平手	,受让半球	,1	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873142.htm	,2020.09.30	,18:00	,日职乙	,福冈黄蜂	,枥木SC	,1.03	,0.92	,0.86	,92.77	,92.63	,09-30 18:00	,1.06	,0.96	,0.84	,93.60	,93.57	,09-30 17:49	,1.12	,0.99	,0.85	,95.62	,95.97	,09-30 18:00	,1.03	,0.90	,0.84	,90.38	,90.91	,09-30 17:52	,2.45	,3.70	,2.80	,3.00	,3.30	,2.15	,3	,平手	,受让平手/半球	,3	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873140.htm	,2020.09.30	,18:00	,日职乙	,长崎成功丸	,德岛漩涡	,0.94	,0.92	,0.92	,92.60	,92.63	,	,0.95	,0.93	,0.92	,93.04	,93.32	,	,1.00	,0.98	,0.94	,96.26	,96.55	,09-30 18:00	,0.92	,0.89	,0.92	,90.77	,91.33	,	,3.00	,3.13	,3.00	,3.25	,2.45	,2.25	,0	,受让平手/半球	,受让平手/半球	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873139.htm	,2020.09.30	,18:00	,日职乙	,町田泽维亚	,北九州向日葵	,0.91	,0.89	,0.96	,92.33	,92.24	,	,0.91	,0.95	,0.96	,92.05	,93.63	,	,0.93	,0.98	,1.00	,96.63	,96.56	,09-30 18:00	,0.91	,0.88	,0.93	,90.08	,90.77	,	,2.90	,2.38	,3.00	,3.30	,2.45	,2.90	,1	,平手	,平手/半球	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873134.htm	,2020.09.30	,18:00	,日职乙	,山口雷法	,磐田喜悦	,0.99	,0.93	,0.90	,92.19	,92.35	,	,0.86	,0.90	,0.99	,92.45	,93.61	,	,1.01	,0.99	,0.91	,95.99	,95.15	,09-30 18:00	,0.92	,0.91	,0.91	,91.98	,91.34	,	,4.20	,4.00	,3.30	,3.60	,1.85	,1.85	,3	,受让半球	,受让半球/一球	,3	
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1873138.htm	,2020.09.30	,18:00	,日职乙	,大宫松鼠	,水户蜀葵	,0.91	,0.91	,0.95	,92.77	,92.35	,	,0.89	,0.97	,0.95	,92.54	,93.13	,	,0.93	,0.97	,1.01	,96.85	,96.44	,09-30 18:00	,0.89	,0.91	,0.93	,91.02	,91.06	,	,2.50	,2.30	,3.00	,3.40	,2.88	,2.90	,3	,平手	,平手/半球	,0	
