当日链接,比赛详情链接,日期,开赛时间,联赛名,主队,客队,威廉希尔凯利胜,威廉希尔凯利平,威廉希尔凯利负,威廉希尔初盘返还率,威廉希尔终盘返还率,威廉希尔变化时间,伟德凯利胜,伟德凯利平,伟德凯利负,伟德初盘返还率,伟德终盘返还率,伟德变化时间,易胜博凯利胜,易胜博凯利平,易胜博凯利负,易胜博初盘返还率,易胜博终盘返还率,易胜博变化时间,interwetten凯利胜,interwetten凯利平,interwetten凯利负,interwetten初盘返还率,interwetten终盘返还率,interwetten变化时间,伟德主胜初赔,伟德主胜终赔,伟德平赔初赔,伟德平赔终赔,伟德客胜初赔,伟德客胜终赔,最终赛果,初盘亚盘（Crown）,终盘亚盘（Crown）,首先进球方
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1843073.htm	,2020.05.31	,15:00	,韩K2联	,安山小绿人	,济州联队	,1.11	,0.90	,0.85	,91.37	,92.05	,05-31 14:59	,1.02	,0.90	,0.91	,89.20	,93.15	,05-31 15:00	,1.04	,0.84	,0.85	,88.69	,88.74	,05-31 15:00	,0.90	,0.90	,0.92	,91.41	,90.87	,	,3.00	,4.20	,3.10	,3.10	,2.15	,1.95	,0	,受让平手/半球	,受让半球	,0	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1831416.htm	,2020.05.31	,15:30	,韩K联	,FC首尔	,城南足球俱乐部	,0.99	,0.90	,0.91	,93.32	,93.43	,	,1.01	,0.93	,0.91	,94.55	,95.12	,05-31 15:30	,0.97	,0.99	,0.87	,91.93	,94.58	,	,0.95	,0.90	,0.92	,92.10	,92.52	,	,2.00	,2.60	,3.25	,3.00	,4.00	,3.00	,0	,半球	,平手	,0	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1866631.htm	,2020.05.31	,16:00	,中台联	,台南钢铁	,北市大同	,1.00	,0.90	,0.83	,88.93	,89.13	,05-31 16:00	,1.06	,0.95	,0.79	,89.35	,89.25	,05-31 15:59	,1.00	,0.92	,0.79	,91.52	,87.50	,05-31 16:00	,0.99	,0.94	,0.85	,90.93	,90.83	,	,3.10	,3.60	,3.70	,4.10	,1.90	,1.67	,3	,受让平手/半球	,受让半球/一球	,3	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1738556.htm	,2020.05.31	,18:00	,丹麦甲	,尼克宾	,罗斯基德	,1.00	,0.91	,0.83	,92.21	,93.17	,05-31 18:00	,1.00	,0.94	,0.85	,94.41	,94.24	,05-31 18:00	,0.97	,0.89	,0.77	,89.76	,89.16	,	,0.91	,0.91	,0.90	,91.15	,91.05	,	,2.05	,2.05	,3.50	,3.70	,3.50	,3.30	,1	,半球	,半球	,0	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1721531.htm	,2020.05.31	,18:30	,波兰超	,华沙普洛克	,哥罗纳	,1.00	,0.91	,0.88	,93.31	,93.27	,05-31 18:21	,1.01	,0.94	,0.88	,94.47	,94.34	,05-31 18:30	,1.00	,0.88	,0.84	,92.77	,90.92	,05-31 18:18	,0.98	,0.91	,0.88	,92.29	,92.37	,	,2.15	,2.63	,3.25	,3.10	,3.50	,2.80	,0	,平手/半球	,平手	,3	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1860082.htm	,2020.05.31	,19:00	,乌克超	,禾斯克拉	,FC利沃夫	,0.89	,0.90	,1.07	,93.71	,93.33	,05-31 18:57	,0.86	,0.87	,0.99	,89.66	,89.34	,	,0.87	,0.93	,0.84	,87.79	,88.04	,	,0.98	,0.92	,0.84	,92.58	,92.13	,	,2.30	,1.93	,3.00	,2.90	,2.88	,3.90	,1	,平手/半球	,半球	,3	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1735150.htm	,2020.05.31	,19:30	,德乙	,汉堡	,韦恩	,0.92	,0.93	,1.06	,93.89	,93.55	,05-31 19:27	,0.95	,0.98	,0.81	,93.83	,93.62	,	,0.91	,0.98	,1.00	,92.54	,93.35	,05-31 19:30	,0.99	,0.86	,0.84	,93.82	,93.79	,	,1.45	,1.40	,4.50	,5.00	,6.50	,6.50	,3	,一球	,一球/球半	,0	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1735156.htm	,2020.05.31	,19:30	,德乙	,特雷斯登	,斯图加特	,0.79	,0.93	,0.99	,93.18	,94.06	,	,0.76	,0.93	,1.01	,94.23	,94.01	,05-31 19:30	,0.82	,0.88	,0.99	,94.91	,93.35	,	,1.03	,1.02	,0.90	,93.91	,94.26	,05-31 14:01	,8.50	,4.80	,4.80	,4.20	,1.36	,1.62	,0	,受让一球/球半	,受让半球/一球	,0	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1738557.htm	,2020.05.31	,20:00	,丹麦甲	,维积利	,纳斯特维德	,0.91	,0.94	,1.04	,92.14	,92.96	,05-31 20:00	,0.92	,0.94	,1.04	,94.50	,93.43	,05-31 20:00	,0.90	,0.98	,0.98	,89.36	,92.63	,	,0.93	,0.89	,0.85	,91.41	,91.13	,	,1.40	,1.36	,4.75	,4.60	,7.50	,8.50	,1	,一球/球半	,一球/球半	,0	
http://bf.win007.com/football/Over_20200531.htm	,http://op1.win007.com/oddslist/1866953.htm	,2020.05.31	,21:00	,白俄甲	,奥尔沙	,高美尔	,1.03	,0.89	,0.88	,89.59	,89.69	,05-31 20:56	,0.84	,0.91	,0.90	,88.75	,89.28	,	,0.62	,0.87	,0.90	,87.08	,84.59	,	,0.89	,0.90	,0.92	,91.35	,91.37	,	,5.75	,6.50	,3.80	,4.33	,1.45	,1.36	,0	,受让一球/球半	,受让一球/球半	,0	
