当日链接,比赛详情链接,日期,开赛时间,联赛名,主队,客队,威廉希尔凯利胜,威廉希尔凯利平,威廉希尔凯利负,威廉希尔初盘返还率,威廉希尔终盘返还率,威廉希尔变化时间,伟德凯利胜,伟德凯利平,伟德凯利负,伟德初盘返还率,伟德终盘返还率,伟德变化时间,易胜博凯利胜,易胜博凯利平,易胜博凯利负,易胜博初盘返还率,易胜博终盘返还率,易胜博变化时间,interwetten凯利胜,interwetten凯利平,interwetten凯利负,interwetten初盘返还率,interwetten终盘返还率,interwetten变化时间,伟德主胜初赔,伟德主胜终赔,伟德平赔初赔,伟德平赔终赔,伟德客胜初赔,伟德客胜终赔,最终赛果,初盘亚盘（Crown）,终盘亚盘（Crown）,首先进球方
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1879915.htm	,2020.08.31	,18:00	,中超	,石家庄永昌	,河北华夏幸福	,0.94	,0.96	,0.88	,91.68	,91.94	,	,0.94	,0.93	,0.94	,93.58	,93.66	,	,1.01	,0.96	,0.91	,89.51	,94.98	,08-31 18:00	,0.96	,0.90	,0.90	,92.13	,91.94	,	,2.05	,2.88	,3.60	,3.50	,3.30	,2.30	,3	,平手	,受让平手/半球	,0	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1879916.htm	,2020.08.31	,20:00	,中超	,上海上港	,天津泰达	,0.89	,0.98	,1.20	,91.66	,92.02	,08-31 20:00	,0.94	,0.91	,0.96	,93.41	,93.41	,	,0.95	,0.96	,0.96	,89.32	,95.23	,	,0.95	,0.91	,0.80	,92.05	,93.15	,	,1.20	,1.20	,6.50	,6.50	,12.00	,12.00	,3	,两球	,两球	,3	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1908688.htm	,2020.08.31	,22:30	,罗乙	,巴克乌	,克卢日大学	,1.00	,0.90	,0.89	,88.11	,90.30	,08-31 22:30	,0.87	,0.90	,0.93	,91.37	,91.71	,	,0.80	,0.90	,0.91	,89.14	,89.38	,	,0.96	,0.88	,0.91	,91.09	,91.31	,	,6.00	,6.50	,4.20	,4.50	,1.45	,1.40	,0	,受让一球	,受让一球/球半	,0	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1904260.htm	,2020.09.01	,01:30	,以甲	,迪克瓦夏普尔	,阿富拉夏普尔	,	,	,	,	,	,	,0.89	,0.89	,0.81	,87.57	,87.78	,	,0.96	,0.89	,0.75	,89.41	,89.65	,	,0.85	,0.94	,1.10	,90.91	,90.55	,08-31 18:15	,1.57	,1.55	,3.60	,3.50	,4.40	,4.80	,1	,半球/一球	,半球/一球	,3	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1884677.htm	,2020.09.01	,02:00	,荷乙	,格拉夫夏普	,邓伯什	,0.90	,0.95	,1.07	,92.15	,92.05	,09-01 01:00	,0.92	,0.95	,1.07	,94.70	,93.75	,09-01 01:55	,0.92	,0.91	,0.85	,90.74	,90.87	,	,0.92	,0.91	,0.85	,91.58	,91.00	,	,1.40	,1.25	,4.80	,6.00	,7.50	,10.00	,1	,球半	,球半/两球	,3	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1838427.htm	,2020.09.01	,02:15	,秘鲁甲	,学术界体育	,水晶竞技队	,1.00	,0.91	,0.90	,89.65	,91.77	,09-01 01:00	,0.83	,0.93	,0.98	,93.85	,93.69	,	,0.91	,0.88	,0.86	,87.60	,87.62	,	,0.89	,0.87	,0.92	,91.99	,90.17	,	,7.00	,4.60	,4.80	,4.10	,1.40	,1.65	,0	,受让一球	,受让一球	,0	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1847188.htm	,2020.09.01	,02:45	,爱甲	,朗福德城	,韦克斯福德青年	,0.98	,0.85	,0.75	,90.91	,91.03	,	,0.91	,0.96	,1.16	,88.45	,94.86	,09-01 02:45	,0.90	,0.92	,0.93	,91.48	,90.56	,	,0.91	,0.89	,0.95	,90.74	,91.30	,	,2.00	,1.40	,3.50	,4.50	,2.90	,8.50	,3	,半球	,一球/球半	,3	
http://bf.win007.com/football/Over_20200831.htm	,http://op1.win007.com/oddslist/1838423.htm	,2020.09.01	,04:30	,秘鲁甲	,卡萨大学队	,万卡约	,0.86	,0.90	,1.05	,90.53	,91.37	,09-01 04:03	,0.85	,0.96	,1.07	,93.74	,93.22	,09-01 04:04	,0.91	,0.84	,0.92	,87.51	,89.16	,	,1.10	,0.92	,0.69	,90.77	,90.77	,08-29 17:21	,2.30	,1.87	,3.13	,3.40	,3.20	,4.10	,3	,平手/半球	,半球	,3	
http://bf.win007.com/football/Over_20200830.htm	,http://op1.win007.com/oddslist/1896910.htm	,2020.08.30	,10:30	,美职业	,波特兰伐木者	,皇家盐湖城	,0.93	,0.94	,0.97	,94.70	,93.99	,	,0.93	,0.96	,1.00	,92.80	,94.95	,08-30 10:30	,0.92	,0.97	,1.01	,95.87	,95.04	,08-30 10:30	,0.93	,0.92	,0.99	,94.94	,93.82	,	,2.80	,1.80	,3.50	,3.75	,2.30	,4.33	,1	,平手/半球	,半球/一球	,3	
http://bf.win007.com/football/Over_20200830.htm	,http://op1.win007.com/oddslist/1840284.htm	,2020.08.30	,12:00	,澳昆超	,布里斯班狮吼青年队	,瑞德兰茨联	,0.90	,0.91	,0.96	,88.60	,91.38	,	,0.89	,0.91	,1.05	,92.61	,91.80	,08-30 12:00	,0.90	,0.83	,0.86	,87.68	,87.68	,	,0.91	,0.89	,0.92	,91.29	,90.70	,	,1.45	,1.40	,4.80	,4.80	,5.50	,6.00	,3	,一球/球半	,球半	,0	
