当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,inter主胜初赔,inter平局初赔,inter客胜初赔,inter主胜终赔,inter平局终赔,inter客胜终赔,主胜是否有凯利≥1,客胜是否有凯利≥1,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队,比分
http://bf.win007.com/football/Over_20200930.htm	,http://op1.win007.com/oddslist/1931724.htm	,2020.10.01	,英联杯	,伯恩利	,曼彻斯特城	,7.00	,4.55	,1.30	,8.25	,5.00	,1.23	,8.75	,4.80	,1.33	,11.00	,6.50	,1.25	,1	,0	,受让两球	,0.80	,1.11	,0	,0	,0-3	
http://bf.win007.com/football/Over_20200928.htm	,http://op1.win007.com/oddslist/1890096.htm	,2020.09.29	,比甲	,亨克	,奥斯坦德	,1.42	,4.00	,5.55	,1.56	,3.70	,4.50	,1.43	,4.50	,7.00	,1.83	,3.75	,3.75	,1	,0	,半球	,0.86	,1.04	,1	,0	,2-2	
http://bf.win007.com/football/Over_20200927.htm	,http://op1.win007.com/oddslist/1890092.htm	,2020.09.28	,比甲	,布鲁日	,色格拉布鲁日	,1.15	,5.90	,10.50	,1.15	,5.90	,10.50	,1.20	,6.75	,11.00	,1.27	,5.75	,9.00	,0	,0	,球半/两球	,1.05	,0.85	,3	,3	,2-1	
http://bf.win007.com/football/Over_20200927.htm	,http://op1.win007.com/oddslist/1908952.htm	,2020.09.28	,挪超	,博多格林特	,瓦勒伦加	,1.35	,4.75	,5.50	,1.40	,4.60	,4.95	,1.47	,4.90	,6.00	,1.70	,4.40	,4.20	,0	,0	,半球/一球	,0.83	,1.07	,3	,3	,2-0	
http://bf.win007.com/football/Over_20200927.htm	,http://op1.win007.com/oddslist/1913809.htm	,2020.09.28	,西甲	,巴塞罗那	,比利亚雷亚尔	,1.45	,4.00	,5.20	,1.38	,4.30	,5.65	,1.50	,4.30	,6.00	,1.57	,4.60	,5.00	,0	,1	,一球	,0.83	,1.08	,3	,3	,4-0	
http://bf.win007.com/football/Over_20200926.htm	,http://op1.win007.com/oddslist/1908945.htm	,2020.09.26	,挪超	,莫尔德	,桑德菲杰	,1.36	,4.45	,5.75	,1.30	,4.75	,6.50	,1.30	,6.00	,8.50	,1.40	,5.25	,7.00	,0	,1	,球半	,0.98	,0.91	,0	,0	,0-1	
http://bf.win007.com/football/Over_20200926.htm	,http://op1.win007.com/oddslist/1890093.htm	,2020.09.27	,比甲	,根特	,奥德赫维里	,1.35	,4.40	,6.00	,1.33	,4.60	,6.05	,1.40	,4.80	,7.00	,1.43	,4.60	,6.25	,0	,0	,一球/球半	,0.92	,0.97	,0	,0	,2-3	
http://bf.win007.com/football/Over_20200926.htm	,http://op1.win007.com/oddslist/1877255.htm	,2020.09.27	,法甲	,马赛	,梅斯	,1.53	,3.35	,5.60	,1.47	,3.48	,6.00	,1.65	,3.60	,5.75	,1.65	,3.65	,5.75	,0	,1	,半球/一球	,0.79	,1.12	,1	,0	,1-1	
http://bf.win007.com/football/Over_20200926.htm	,http://op1.win007.com/oddslist/1923326.htm	,2020.09.27	,美职业	,纽约城	,辛辛那提	,1.38	,4.10	,6.05	,1.35	,4.15	,6.55	,1.45	,4.50	,7.25	,1.57	,4.00	,6.00	,0	,1	,一球	,0.95	,0.94	,3	,3	,4-0	
http://bf.win007.com/football/Over_20200925.htm	,http://op1.win007.com/oddslist/1884725.htm	,2020.09.26	,荷乙	,阿尔梅勒城	,赫尔蒙德	,1.34	,4.50	,6.05	,1.28	,4.80	,6.90	,1.33	,5.00	,7.25	,1.35	,4.80	,6.75	,0	,1	,球半	,1.04	,0.84	,3	,3	,2-0	
