当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,inter主胜初赔,inter平局初赔,inter客胜初赔,inter主胜终赔,inter平局终赔,inter客胜终赔,主胜是否有凯利≥1,客胜是否有凯利≥1,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队,比分
http://bf.win007.com/football/Over_20190227.htm	,http://op1.win007.com/oddslist/1552413.htm	,2019.02.28	,英超	,阿森纳	,伯恩茅斯	,1.31	,4.40	,6.00	,1.22	,4.80	,7.60	,1.43	,4.85	,6.80	,1.40	,4.80	,7.50	,0	,1	,球半	,1.12	,0.80	,3	,3	,5-1	
http://bf.win007.com/football/Over_20190227.htm	,http://op1.win007.com/oddslist/1552421.htm	,2019.02.28	,英超	,利物浦	,沃特福德	,1.13	,5.45	,11.00	,1.14	,5.35	,10.50	,1.25	,6.30	,11.50	,1.25	,6.10	,11.00	,0	,1	,球半/两球	,1.01	,0.90	,3	,3	,5-0	
http://bf.win007.com/football/Over_20190224.htm	,http://op1.win007.com/oddslist/1552051.htm	,2019.02.24	,荷甲	,埃因霍温	,费耶诺德	,1.46	,4.00	,4.50	,1.37	,4.20	,5.25	,1.60	,4.25	,4.55	,1.50	,4.50	,5.10	,0	,0	,一球	,0.90	,1.00	,1	,0	,1-1	
http://bf.win007.com/football/Over_20190224.htm	,http://op1.win007.com/oddslist/1552053.htm	,2019.02.24	,荷甲	,威廉二世	,艾克马亚	,4.75	,3.90	,1.45	,4.80	,3.90	,1.44	,4.90	,4.05	,1.60	,5.30	,4.25	,1.53	,0	,0	,受让半球/一球	,1.05	,0.85	,3	,3	,2-1	
http://bf.win007.com/football/Over_20190223.htm	,http://op1.win007.com/oddslist/1661826.htm	,2019.02.23	,日职联	,鹿岛鹿角	,大分三神	,1.43	,3.85	,5.00	,1.57	,3.60	,4.10	,1.48	,4.10	,5.50	, 	, 	, 	,1	,1	,半球/一球	,1.04	,0.86	,0	,0	,1-2	
http://bf.win007.com/football/Over_20190223.htm	,http://op1.win007.com/oddslist/1557816.htm	,2019.02.23	,英冠	,利兹联	,博尔顿	,1.14	,5.17	,11.25	,1.15	,5.15	,10.50	,1.21	,5.40	,14.00	,1.25	,5.30	,12.00	,0	,0	,球半	,0.94	,0.96	,3	,3	,2-1	
http://bf.win007.com/football/Over_20190223.htm	,http://op1.win007.com/oddslist/1552047.htm	,2019.02.24	,荷甲	,泽沃勒	,格拉夫夏普	,1.39	,4.05	,5.20	,1.41	,4.00	,5.00	,1.46	,4.40	,6.00	,1.55	,4.15	,5.10	,0	,0	,一球	,1.09	,0.81	,0	,0	,0-3	
http://bf.win007.com/football/Over_20190223.htm	,http://op1.win007.com/oddslist/1585302.htm	,2019.02.24	,意甲	,弗洛西诺尼	,罗马	,6.25	,4.35	,1.30	,6.25	,4.35	,1.30	,6.30	,4.65	,1.47	,5.90	,4.60	,1.50	,1	,0	,受让一球/球半	,0.94	,0.97	,0	,3	,2-3	
http://bf.win007.com/football/Over_20190222.htm	,http://op1.win007.com/oddslist/1585298.htm	,2019.02.23	,意甲	,AC米兰	,恩波利	,1.28	,4.30	,6.85	,1.29	,4.20	,6.85	,1.37	,4.90	,8.30	,1.45	,4.40	,7.20	,0	,1	,一球	,0.82	,1.09	,3	,3	,3-0	
http://bf.win007.com/football/Over_20190222.htm	,http://op1.win007.com/oddslist/1576287.htm	,2019.02.23	,葡超	,唐迪拉	,波尔图	,7.00	,4.05	,1.30	,6.75	,3.95	,1.32	,7.90	,4.55	,1.36	,6.30	,3.95	,1.50	,1	,0	,受让一球	,1.07	,0.83	,0	,0	,0-3	
http://bf.win007.com/football/Over_20190221.htm	,http://op1.win007.com/oddslist/1649342.htm	,2019.02.22	,欧罗巴杯	,巴伦西亚	,凯尔特人	,1.43	,3.75	,5.20	,1.40	,3.85	,5.40	,1.63	,4.00	,5.40	,1.63	,3.90	,5.40	,0	,1	,半球/一球	,0.81	,1.09	,3	,3	,1-0	
http://bf.win007.com/football/Over_20190220.htm	,http://op1.win007.com/oddslist/1549836.htm	,2019.02.21	,法甲	,巴黎圣日尔曼	,蒙彼利埃	,1.15	,5.30	,10.00	,1.19	,4.90	,8.70	,1.28	,5.60	,10.50	,1.28	,5.70	,10.50	,0	,1	,球半	,0.88	,1.02	,3	,3	,5-1	
http://bf.win007.com/football/Over_20190219.htm	,http://op1.win007.com/oddslist/1649252.htm	,2019.02.20	,欧冠杯	,里昂	,巴塞罗那	,4.10	,3.65	,1.56	,4.65	,3.80	,1.47	,5.30	,4.55	,1.55	,4.50	,3.90	,1.75	,0	,0	,受让半球/一球	,0.93	,0.98	,1	,1	,0-0	
http://bf.win007.com/football/Over_20190218.htm	,http://op1.win007.com/oddslist/1585290.htm	,2019.02.19	,意甲	,罗马	,博洛尼亚	,1.30	,4.40	,6.20	,1.25	,4.70	,6.80	,1.45	,4.65	,6.80	,1.40	,4.80	,7.50	,0	,1	,一球/球半	,0.95	,0.96	,3	,3	,2-1	
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1584851.htm	,2019.02.17	,澳洲甲	,悉尼FC	,中部海岸海员	,1.21	,4.90	,8.00	,1.21	,4.90	,7.80	,1.28	,5.20	,8.20	,1.28	,5.10	,8.20	,1	,0	,球半	,1.08	,0.82	,1	,0	,1-1	
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1562271.htm	,2019.02.17	,德乙	,基尔高士丁	,菲尔特	,1.56	,3.65	,4.10	,1.43	,3.90	,4.90	,1.57	,4.10	,5.10	,1.63	,3.90	,4.80	,0	,0	,一球	,1.04	,0.86	,1	,0	,2-2	
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1552043.htm	,2019.02.17	,荷甲	,格罗宁根	,费耶诺德	,4.50	,3.85	,1.48	,4.50	,3.85	,1.48	,5.00	,4.20	,1.55	,4.65	,4.00	,1.63	,1	,0	,受让半球/一球	,1.13	,0.78	,3	,3	,1-0	
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1552044.htm	,2019.02.17	,荷甲	,格拉夫夏普	,乌德勒支	,3.85	,3.65	,1.60	,3.60	,3.58	,1.66	,4.90	,4.15	,1.57	,4.70	,3.95	,1.63	,1	,1	,受让半球	,0.95	,0.95	,0	,0	,0-1	
http://bf.win007.com/football/Over_20190217.htm	,http://op1.win007.com/oddslist/1585294.htm	,2019.02.18	,意甲	,那不勒斯	,都灵	,1.28	,4.25	,7.00	,1.26	,4.35	,7.35	,1.42	,4.70	,7.60	, 	, 	, 	,0	,1	,一球/球半	,0.93	,0.98	,1	,1	,0-0	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1584853.htm	,2019.02.16	,澳洲甲	,阿德莱德联	,西悉尼流浪者	,1.60	,3.70	,3.80	,1.50	,3.80	,4.35	,1.65	,3.85	,4.35	,1.63	,3.90	,4.40	,0	,0	,半球/一球	,0.82	,1.08	,0	,0	,1-3	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1561115.htm	,2019.02.16	,德甲	,霍芬海姆	,汉诺威96	,1.20	,5.20	,7.50	,1.12	,6.10	,9.70	,1.35	,5.50	,7.70	, 	, 	, 	,1	,1	,两球	,1.01	,0.90	,3	,3	,3-0	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1557804.htm	,2019.02.16	,英冠	,博尔顿	,诺维奇	,4.40	,3.45	,1.56	,5.55	,3.65	,1.42	,5.10	,3.80	,1.60	,5.00	,3.70	,1.65	,0	,0	,受让一球	,0.82	,1.08	,0	,0	,0-4	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1557812.htm	,2019.02.16	,英冠	,谢菲尔德联队	,雷丁	,1.36	,3.95	,5.90	,1.36	,3.95	,5.90	,1.45	,4.15	,6.70	,1.43	,4.20	,6.90	,1	,0	,一球	,1.12	,0.79	,3	,3	,4-0	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1552038.htm	,2019.02.17	,荷甲	,海伦芬	,埃因霍温	,6.60	,4.80	,1.25	,7.75	,5.25	,1.19	,6.90	,5.20	,1.35	,7.00	,5.10	,1.35	,1	,0	,受让球半	,0.92	,0.98	,1	,3	,2-2	
http://bf.win007.com/football/Over_20190216.htm	,http://op1.win007.com/oddslist/1552040.htm	,2019.02.17	,荷甲	,维迪斯	,威廉二世	,1.40	,3.95	,5.20	,1.45	,3.85	,4.75	,1.55	,4.00	,5.50	, 	, 	, 	,0	,1	,半球/一球	,0.89	,1.01	,3	,3	,3-2	
http://bf.win007.com/football/Over_20190215.htm	,http://op1.win007.com/oddslist/1554057.htm	,2019.02.16	,法乙	,洛里昂	,红星	,1.46	,3.25	,6.00	,1.42	,3.35	,6.40	,1.57	,3.60	,6.20	,1.55	,3.70	,6.20	,0	,0	,半球/一球	,0.87	,1.01	,3	,3	,2-1	
http://bf.win007.com/football/Over_20190214.htm	,http://op1.win007.com/oddslist/1649261.htm	,2019.02.15	,欧罗巴杯	,苏黎世	,那不勒斯	,6.75	,4.15	,1.30	,7.65	,4.50	,1.24	,7.50	,4.75	,1.41	,7.60	,4.80	,1.40	,1	,0	,受让球半	,0.93	,0.97	,0	,0	,1-3	
http://bf.win007.com/football/Over_20190212.htm	,http://op1.win007.com/oddslist/1557791.htm	,2019.02.13	,英冠	,赫尔城	,罗瑟汉姆	,1.55	,3.50	,4.40	,1.48	,3.60	,4.85	,1.65	,3.70	,4.95	,1.75	,3.50	,4.50	,0	,0	,半球/一球	,0.98	,0.92	,1	,3	,2-2	
