当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,inter主胜初赔,inter平局初赔,inter客胜初赔,inter主胜终赔,inter平局终赔,inter客胜终赔,主胜是否有凯利≥1,客胜是否有凯利≥1,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队,比分
http://bf.win007.com/football/Over_20200630.htm	,http://op1.win007.com/oddslist/1721292.htm	,2020.06.30	,俄超	,莫斯科火车头	,苏维埃之翼	,1.34	,3.90	,7.10	,1.29	,4.15	,7.80	,1.42	,4.20	,7.20	,1.45	,4.25	,6.50	,0	,0	,一球/球半	,1.12	,0.79	,1	,0	,1-1	
http://bf.win007.com/football/Over_20200630.htm	,http://op1.win007.com/oddslist/1728004.htm	,2020.07.01	,英冠	,卡迪夫城	,查尔顿	,1.61	,3.30	,4.55	,1.58	,3.35	,4.70	,1.65	,3.75	,5.20	,1.73	,3.55	,4.90	,0	,0	,半球/一球	,1.05	,0.85	,1	,1	,0-0	
http://bf.win007.com/football/Over_20200630.htm	,http://op1.win007.com/oddslist/1745192.htm	,2020.07.01	,葡超	,里奥阿维	,布拉加	,3.50	,2.95	,1.93	,3.10	,2.95	,2.08	,5.50	,3.80	,1.60	,2.95	,3.30	,2.35	,0	,0	,受让平手/半球	,0.84	,1.06	,3	,0	,4-3	
http://bf.win007.com/football/Over_20200628.htm	,http://op1.win007.com/oddslist/1874062.htm	,2020.06.28	,瑞典超	,米亚尔比	,哈马比	,4.20	,3.55	,1.60	,4.30	,3.60	,1.58	,4.75	,4.15	,1.65	,4.45	,3.75	,1.75	,1	,0	,受让半球/一球	,0.89	,1.00	,3	,0	,2-1	
http://bf.win007.com/football/Over_20200628.htm	,http://op1.win007.com/oddslist/1735201.htm	,2020.06.28	,德乙	,斯图加特	,达姆斯塔特	,1.43	,4.20	,4.85	,1.38	,4.35	,5.30	,1.53	,4.30	,5.25	,1.53	,4.60	,5.40	,0	,1	,一球/球半	,1.08	,0.82	,0	,0	,1-3	
http://bf.win007.com/football/Over_20200628.htm	,http://op1.win007.com/oddslist/1872185.htm	,2020.06.28	,挪超	,莫尔德	,斯塔贝克	,1.31	,4.45	,6.50	,1.38	,4.20	,5.50	,1.35	,4.95	,7.40	,1.53	,4.20	,5.40	,0	,0	,一球	,0.97	,0.92	,3	,3	,4-1	
http://bf.win007.com/football/Over_20200628.htm	,http://op1.win007.com/oddslist/1872186.htm	,2020.06.28	,挪超	,博多格林特	,萨普斯堡	,1.48	,3.95	,4.70	,1.37	,4.15	,5.75	,1.57	,4.15	,5.00	,1.57	,4.05	,5.20	,0	,0	,一球	,0.98	,0.91	,3	,3	,2-1	
http://bf.win007.com/football/Over_20200628.htm	,http://op1.win007.com/oddslist/1763677.htm	,2020.06.29	,意甲	,那不勒斯	,史帕尔	,1.20	,5.10	,8.75	,1.19	,5.25	,8.90	,1.33	,5.20	,9.20	,1.30	,5.50	,9.70	,0	,1	,球半	,0.96	,0.94	,3	,3	,3-1	
http://bf.win007.com/football/Over_20200628.htm	,http://op1.win007.com/oddslist/1763673.htm	,2020.06.29	,意甲	,帕尔马	,国际米兰	,5.60	,3.75	,1.43	,6.25	,3.85	,1.38	,5.80	,4.00	,1.60	,6.50	,4.30	,1.50	,0	,0	,受让一球	,0.99	,0.91	,0	,3	,1-2	
http://bf.win007.com/football/Over_20200627.htm	,http://op1.win007.com/oddslist/1740831.htm	,2020.06.27	,西甲	,毕尔巴鄂竞技	,马洛卡	,1.34	,3.70	,8.00	,1.61	,3.15	,4.85	,1.37	,4.55	,9.70	,1.80	,3.15	,4.70	,1	,0	,半球/一球	,1.08	,0.83	,3	,3	,3-1	
