当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,inter主胜初赔,inter平局初赔,inter客胜初赔,inter主胜终赔,inter平局终赔,inter客胜终赔,主胜是否有凯利≥1,客胜是否有凯利≥1,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队,比分
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1585342.htm	,2019.03.31	,意甲	,帕尔马	,亚特兰大	,5.30	,3.95	,1.40	,5.20	,3.95	,1.40	,5.50	,4.20	,1.57	,5.50	,4.25	,1.57	,1	,0	,受让一球	,0.97	,0.94	,0	,3	,1-3	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1559109.htm	,2019.03.31	,俄超	,圣彼得堡泽尼特	,奥伦堡加索维克	,1.34	,3.75	,6.90	,1.32	,3.80	,7.20	,1.41	,4.15	,7.70	,1.48	,3.85	,6.90	,0	,1	,一球	,0.78	,1.13	,3	,0	,3-1	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1562321.htm	,2019.03.31	,德乙	,科隆	,基尔高士丁	,1.36	,4.35	,5.15	,1.30	,4.55	,5.90	,1.48	,4.40	,5.60	,1.45	,4.40	,6.70	,0	,1	,一球/球半	,0.86	,1.04	,3	,3	,4-0	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1549964.htm	,2019.03.31	,法甲	,摩纳哥	,卡昂	,1.27	,4.15	,7.70	,1.28	,4.15	,7.30	,1.40	,4.75	,8.20	,1.40	,4.80	,7.60	,0	,1	,一球/球半	,0.98	,0.92	,0	,0	,0-1	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1559108.htm	,2019.03.31	,俄超	,莫斯科中央陆军	,乌法	,1.33	,3.65	,7.50	,1.26	,4.00	,8.60	,1.41	,4.10	,7.70	,1.38	,4.15	,8.90	,0	,1	,一球/球半	,1.05	,0.85	,1	,3	,2-2	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1552089.htm	,2019.03.31	,荷甲	,阿贾克斯	,埃因霍温	,1.50	,3.95	,4.20	,1.48	,3.95	,4.35	,1.65	,4.20	,4.35	,1.63	,4.15	,4.45	,0	,1	,半球/一球	,0.80	,1.11	,3	,3	,3-1	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1552460.htm	,2019.03.31	,英超	,利物浦	,托特纳姆热刺	,1.48	,3.65	,4.80	,1.48	,3.65	,4.76	,1.63	,4.15	,5.20	,1.60	,4.20	,5.30	,0	,1	,一球	,0.93	,0.98	,3	,3	,2-1	
http://bf.win007.com/football/Over_20190331.htm	,http://op1.win007.com/oddslist/1549970.htm	,2019.04.01	,法甲	,图卢兹	,巴黎圣日尔曼	,10.00	,5.30	,1.15	,8.90	,5.00	,1.18	,11.50	,6.60	,1.23	,11.00	,6.10	,1.25	,1	,1	,受让一球/球半	,0.91	,0.99	,0	,0	,0-1	
http://bf.win007.com/football/Over_20190330.htm	,http://op1.win007.com/oddslist/1561156.htm	,2019.03.30	,德甲	,多特蒙德	,沃尔夫斯堡	,1.36	,4.20	,5.40	,1.36	,4.20	,5.40	,1.53	,4.45	,5.90	,1.45	,4.50	,7.00	,0	,0	,一球/球半	,1.11	,0.81	,3	,3	,2-0	
http://bf.win007.com/football/Over_20190330.htm	,http://op1.win007.com/oddslist/1552457.htm	,2019.03.30	,英超	,水晶宫	,哈德斯菲尔德	,1.34	,3.75	,6.90	,1.31	,3.85	,7.40	,1.50	,4.05	,7.10	,1.50	,4.30	,6.50	,0	,1	,一球	,0.76	,1.17	,3	,3	,2-0	
