当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,inter主胜初赔,inter平局初赔,inter客胜初赔,inter主胜终赔,inter平局终赔,inter客胜终赔,主胜是否有凯利≥1,客胜是否有凯利≥1,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队,比分
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1662401.htm	,2019.08.31	,日职乙	,金泽	,鹿儿岛联	,1.43	,3.95	,4.85	,1.40	,4.05	,5.05	,1.50	,4.00	,5.25	,1.55	,4.05	,5.00	,0	,0	,一球	,0.99	,0.91	,0	,3	,1-2	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1662399.htm	,2019.08.31	,日职乙	,柏太阳神	,新泻天鹅	,1.50	,3.90	,4.25	,1.58	,3.75	,3.85	,1.45	,4.20	,5.75	,1.70	,3.65	,4.20	,1	,0	,半球	,0.86	,1.04	,1	,0	,1-1	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1734155.htm	,2019.08.31	,德甲	,沃尔夫斯堡	,柏德博恩	,1.37	,4.30	,5.10	,1.32	,4.40	,5.75	,1.53	,4.70	,5.50	,1.45	,4.80	,6.50	,0	,0	,一球/球半	,1.02	,0.89	,1	,0	,1-1	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1720852.htm	,2019.08.31	,英超	,切尔西	,谢菲尔德联队	,1.23	,4.50	,8.10	,1.28	,4.25	,7.00	,1.35	,5.10	,8.50	,1.35	,5.30	,8.00	,1	,0	,一球/球半	,1.03	,0.88	,1	,3	,2-2	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1727599.htm	,2019.08.31	,英冠	,利兹联	,斯旺西	,1.42	,3.80	,5.25	,1.42	,3.80	,5.25	,1.57	,4.10	,5.30	,1.60	,4.10	,5.10	,0	,0	,一球	,1.01	,0.89	,0	,0	,0-1	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1740547.htm	,2019.08.31	,西甲	,奥萨苏纳	,巴塞罗那	,7.50	,4.30	,1.26	,7.00	,4.15	,1.29	,11.00	,5.30	,1.30	,7.00	,4.50	,1.45	,0	,1	,受让一球	,1.11	,0.81	,1	,3	,2-2	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1723617.htm	,2019.08.31	,法甲	,里昂	,波尔多	,1.30	,4.25	,6.50	,1.40	,3.80	,5.50	,1.40	,4.90	,7.40	,1.53	,4.10	,6.30	,0	,0	,一球	,0.95	,0.95	,1	,3	,1-1	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1763419.htm	,2019.08.31	,意甲	,AC米兰	,布雷西亚	,1.29	,4.15	,7.00	,1.37	,3.60	,6.60	,1.40	,4.80	,8.10	,1.53	,4.10	,6.30	,0	,0	,一球	,1.01	,0.90	,3	,3	,1-0	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1721151.htm	,2019.08.31	,俄超	,格罗兹尼特里克	,坦波夫斯巴达	,1.63	,3.10	,4.50	,1.59	,3.15	,4.70	,1.65	,3.50	,5.20	,1.75	,3.30	,4.85	,1	,0	,半球	,1.08	,0.82	,1	,0	,1-1	
http://bf.win007.com/football/Over_20190831.htm	,http://op1.win007.com/oddslist/1720851.htm	,2019.09.01	,英超	,伯恩利	,利物浦	,8.30	,4.70	,1.21	,8.65	,4.75	,1.20	,9.20	,5.70	,1.30	,8.40	,5.50	,1.33	,1	,0	,受让球半	,0.88	,1.03	,0	,0	,0-3	
