当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20201130.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1910657	,2020.12.01	,土超	,开塞利体育	,卡拉古拉克	,平手	,受让平手/半球	,0.97/0.92	,2.5	,2.5/3	,0.84/1.02	,1.5	,0.93/0.93	,0	,0	,0	,0	
http://bf.win007.com/football/Over_20201129.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1873289	,2020.11.29	,日职乙	,FC琉球	,东京绿茵	,平手	,受让平手/半球	,0.93/0.96	,2.5	,2.5/3	,1.01/0.87	,3.5/4	,0.96/0.91	,2	,4	,1	,1	
http://bf.win007.com/football/Over_20201129.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1894933	,2020.11.29	,德乙	,纽伦堡	,菲尔特	,平手	,平手	,1.13/0.77	,2.5	,2.5/3	,0.80/1.08	,4.5	,1.01/0.86	,3	,5	,1	,0	
http://bf.win007.com/football/Over_20201129.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1897015	,2020.11.29	,丹麦甲	,霍布罗	,哈维德夫	,平手/半球	,平手/半球	,0.82/1.06	,2.5/3	,3	,1.00/0.86	,5.5	,0.78/1.08	,4	,7	,2	,1	
http://bf.win007.com/football/Over_20201129.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1879629	,2020.11.30	,瑞典甲	,布拉格	,艾斯基斯杜拿	,受让平手/半球	,受让半球	,1.01/0.89	,2.5	,2.5/3	,0.96/0.90	,2.5	,0.99/0.87	,1	,4	,1	,0	
http://bf.win007.com/football/Over_20201129.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1954049	,2020.11.30	,美职业	,奥兰多城	,新英格兰革命	,平手/半球	,平手/半球	,1.08/0.82	,2.5	,2.5/3	,0.91/0.97	,4.5	,0.83/1.04	,3	,4	,1	,1	
http://bf.win007.com/football/Over_20201128.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1946737	,2020.11.28	,白俄超	,斯拉维亚莫兹里	,埃涅尔格提克BGU	,平手/半球	,平手	,0.80/1.02	,2.5/3	,3	,1.04/0.76	,1/1.5	,0.75/1.05	,0	,3	,2	,2	
http://bf.win007.com/football/Over_20201128.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1840896	,2020.11.28	,亚冠杯	,横滨水手	,上海上港	,平手/半球	,半球	,0.96/0.92	,2.5/3	,3	,0.92/0.94	,3.5	,0.83/1.04	,2	,3	,0	,0	
http://bf.win007.com/football/Over_20201128.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1879632	,2020.11.28	,瑞典甲	,于默奥	,瓦斯特拉斯	,受让平手/半球	,受让平手/半球	,0.93/0.96	,2.5	,2.5/3	,0.96/0.90	,1/1.5	,0.92/0.94	,0	,0	,0	,0	
http://bf.win007.com/football/Over_20201127.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1894936	,2020.11.28	,德乙	,圣保利	,奥斯纳布鲁克	,平手/半球	,平手/半球	,1.08/0.82	,2.5	,2.5/3	,0.92/0.96	,1/1.5	,0.77/1.11	,0	,1	,1	,1	
http://bf.win007.com/football/Over_20201127.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1922011	,2020.11.28	,意乙	,切沃	,莱切	,平手/半球	,受让平手/半球	,0.83/1.07	,2.5	,2.5/3	,0.90/0.97	,3.5	,0.81/1.05	,2	,3	,1	,1	
http://bf.win007.com/football/Over_20201126.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1936891	,2020.11.27	,欧罗巴杯	,布拉格斯巴达	,凯尔特人	,平手	,受让半球	,0.98/0.90	,2.5/3	,3	,0.94/0.92	,4.5	,0.89/0.98	,3	,4	,1	,0	
http://bf.win007.com/football/Over_20201126.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1936844	,2020.11.27	,欧罗巴杯	,格拉斯哥流浪者	,本菲卡	,平手/半球	,平手/半球	,1.02/0.86	,2.5/3	,3	,0.99/0.87	,2.5	,1.00/0.87	,1	,4	,2	,1	
