当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20201229.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1887558	,2020.12.30	,苏冠	,艾尔联	,摩顿	,平手/半球	,平手/半球	,0.85/0.99	,2.5	,2.5/3	,1.01/0.81	,3/3.5	,0.90/0.92	,2	,2	,0	,0	
http://bf.win007.com/football/Over_20201229.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1906274	,2020.12.30	,英冠	,哈德斯菲尔德	,布莱克本	,受让平手/半球	,受让半球	,0.87/1.03	,2.5	,2.5/3	,1.05/0.82	,1/1.5	,0.77/1.09	,0	,3	,2	,2	
http://bf.win007.com/football/Over_20201226.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1843267	,2020.12.26	,泰超	,曼谷联合队	,蒙通联	,平手	,半球	,0.90/0.92	,2.5/3	,3	,0.80/1.00	,1.5/2	,1.08/0.74	,0	,4	,1	,0	
http://bf.win007.com/football/Over_20201226.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1843266	,2020.12.26	,泰超	,春武里	,武里南	,平手	,受让半球/一球	,1.17/0.67	,2.5/3	,3	,0.96/0.84	,2.5	,0.89/0.93	,1	,2	,0	,0	
http://bf.win007.com/football/Over_20201226.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1905061	,2020.12.26	,英乙	,奥德汉姆	,哈洛贾特	,平手/半球	,平手/半球	,1.08/0.80	,2.5	,2.5/3	,0.98/0.88	,3.5	,1.04/0.82	,2	,3	,0	,0	
http://bf.win007.com/football/Over_20201223.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1911054	,2020.12.23	,土甲	,艾丹亚斯普	,梅内门	,平手	,平手	,0.93/0.89	,2.5	,2.5/3	,0.99/0.81	,3/3.5	,0.75/1.07	,2	,4	,2	,1	
http://bf.win007.com/football/Over_20201223.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1910693	,2020.12.23	,土超	,费内巴切	,伊斯坦堡普野社希尔	,平手/半球	,平手	,0.82/1.08	,2.5/3	,3	,1.07/0.79	,3.5	,0.95/0.91	,2	,5	,2	,2	
http://bf.win007.com/football/Over_20201223.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1880226	,2020.12.24	,匈甲	,乌比斯迪	,萨拉格斯基	,平手	,受让平手/半球	,0.83/0.99	,2.5	,2.5/3	,0.96/0.84	,3/3.5	,0.94/0.88	,2	,5	,0	,0	
http://bf.win007.com/football/Over_20201222.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1933564	,2020.12.23	,英议联	,夏利法斯	,伊斯特雷格	,平手/半球	,平手	,0.94/0.92	,2.5	,2.5/3	,0.96/0.88	,3.5	,0.96/0.88	,2	,4	,1	,1	
http://bf.win007.com/football/Over_20201221.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1950519	,2021.02.01	,智利甲	,库里科	,西班牙联合	,平手/半球	,平手	,0.79/1.09	,2.5	,2.5/3	,0.99/0.87	,3.5	,1.00/0.86	,2	,5	,1	,0	
