当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200322.htm	,http://live.win007.com/detail/1862877cn.htm	,2020.03.22	,球会友谊	,索德拉罗伦BIK	,洛维斯塔德斯IF	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862252cn.htm	,2020.03.21	,球会友谊	,马卡里德斯	,瓦斯特拉卡鲁普斯IF	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862193cn.htm	,2020.03.21	,球会友谊	,赫根	,佐高平斯	,球半	,球半/两球	,0.97/0.85	,3.5	,3.5/4	,0.95/0.85	,没有中场或45或46	,没有中场或45或46	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862253cn.htm	,2020.03.21	,球会友谊	,高美尔	,利达	,半球/一球	,半球/一球	,1.00/0.82	,2.5/3	,2.5/3	,0.85/0.95	,4.5	,0.89/0.91	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200321.htm	,http://live.win007.com/detail/1862256cn.htm	,2020.03.21	,球会友谊	,FC奥卡斯图皮诺U20	,瑟尔普霍夫	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,7	,5	,1	,1	
http://bf.win007.com/football/Over_20200320.htm	,http://live.win007.com/detail/1862160cn.htm	,2020.03.21	,球会友谊	,隆德SK	,斯卡伯斯乔	,平手/半球	,半球	,0.97/0.85	,4	,3.5/4	,0.90/0.90	,2.5	,0.98/0.82	,1	,7	,5	,1	,0	
http://bf.win007.com/football/Over_20200318.htm	,http://live.win007.com/detail/1862096cn.htm	,2020.03.18	,球会友谊	,FK泽尼特伊热夫斯克	,卡马斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200315.htm	,http://live.win007.com/detail/1860948cn.htm	,2020.03.15	,球会友谊	,艾斯洛	,FBK巴尔坎	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,1	,8	,5	,2	,0	
http://bf.win007.com/football/Over_20200315.htm	,http://live.win007.com/detail/1860947cn.htm	,2020.03.15	,球会友谊	,皇后学院女足	,绿水女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,2	
http://bf.win007.com/football/Over_20200314.htm	,http://live.win007.com/detail/1860451cn.htm	,2020.03.14	,澳足总	,吉朗	,莫纳什大学	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200314.htm	,http://live.win007.com/detail/1860736cn.htm	,2020.03.14	,球会友谊	,瓦姆波斯	,埃斯基通纳城	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200310.htm	,http://live.win007.com/detail/1856409cn.htm	,2020.03.10	,国际友谊	,罗马尼亚女足	,匈牙利女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,8	,4	,2	,2	
http://bf.win007.com/football/Over_20200310.htm	,http://live.win007.com/detail/1857767cn.htm	,2020.03.10	,国际友谊	,比克女足	,中国香港女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200309.htm	,http://live.win007.com/detail/1826364cn.htm	,2020.03.09	,美职业	,洛杉矶FC	,费城联合	,一球/球半	,球半	,1.01/0.87	,3/3.5	,3.5	,0.91/0.96	,3.5/4	,0.78/1.09	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200308.htm	,http://live.win007.com/detail/1753270cn.htm	,2020.03.09	,阿甲	,圣洛伦索	,拉努斯	,平手	,平手	,1.17/0.75	,2/2.5	,2/2.5	,0.92/0.94	,3/3.5	,0.86/1.00	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20200307.htm	,http://live.win007.com/detail/1784070cn.htm	,2020.03.07	,澳洲甲	,阿德莱德联	,西部联	,半球/一球	,半球/一球	,0.84/1.06	,3	,3/3.5	,0.92/0.96	,6/6.5	,0.98/0.89	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200303.htm	,http://live.win007.com/detail/1840845cn.htm	,2020.09.15	,亚冠杯	,阿尔艾因	,阿尔萨德	,受让一球/球半	,受让球半	,0.98/0.90	,3	,3.5	,0.87/0.99	,5	,0.80/1.06	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200301.htm	,http://live.win007.com/detail/1735106cn.htm	,2020.03.01	,德乙	,波鸿	,桑德豪森	,平手/半球	,平手/半球	,1.09/0.81	,2.5	,2/2.5	,0.84/1.04	,5/5.5	,0.85/1.02	,4	,8	,2	,2	,2	
