当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200830.htm	,http://live.win007.com/detail/1879861cn.htm	,2020.08.30	,中超	,江苏苏宁易购	,河南建业	,半球/一球	,一球/球半	,0.80/1.06	,2.5/3	,2.5/3	,0.93/0.91	,6.5	,1.04/0.80	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200830.htm	,http://live.win007.com/detail/1876475cn.htm	,2020.08.30	,瑞典超	,奥雷布洛	,诺科平	,受让半球/一球	,受让一球/球半	,0.93/0.96	,2.5/3	,3	,0.80/1.08	,5.5/6	,0.85/1.02	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200830.htm	,http://live.win007.com/detail/1876879cn.htm	,2020.08.30	,挪超	,奥德格伦兰	,莫达伦	,一球/球半	,半球/一球	,0.82/1.08	,3	,2.5/3	,1.03/0.85	,6.5	,0.86/1.01	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200830.htm	,http://live.win007.com/detail/1876057cn.htm	,2020.08.31	,美乙	,洛杉矶银河B队	,拉斯维加斯光	,平手/半球	,半球	,0.98/0.78	,3/3.5	,3	,0.99/0.77	,3.5	,1.01/0.81	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1911597cn.htm	,2020.08.29	,球会友谊	,SV索尼克斯	,万纳艾克尔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1907296cn.htm	,2020.08.29	,球会友谊	,奥尔堡	,兰德斯	,平手/半球	,半球	,1.00/0.82	,2.5/3	,2.5/3	,0.80/1.00	,5.5/6	,0.92/0.94	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1907337cn.htm	,2020.08.29	,荷兰杯	,特列德	,VV胡戈赞德	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,8	,3	,2	,2	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1908063cn.htm	,2020.08.29	,英联杯	,斯蒂文尼奇	,朴茨茅斯	,受让半球/一球	,受让一球	,0.80/1.02	,2.5/3	,2.5	,0.92/0.88	,6.5	,1.00/0.86	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1909847cn.htm	,2020.08.29	,球会友谊	,基哈文	,皇家克诺克	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1908676cn.htm	,2020.08.29	,球会友谊	,阿劳	,克里恩斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200829.htm	,http://live.win007.com/detail/1910003cn.htm	,2020.08.30	,球会友谊	,蒂比兹	,法兰波垒斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200826.htm	,http://live.win007.com/detail/1857883cn.htm	,2020.08.27	,巴西杯	,维多利亚	,塞阿拉	,平手	,平手	,1.01/0.69	,2	,2	,1.02/0.68	,4/4.5	,0.80/1.00	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200825.htm	,http://live.win007.com/detail/1840174cn.htm	,2020.08.25	,澳昆超	,摩顿湾联	,卡帕拉巴	,半球/一球	,半球/一球	,0.89/0.95	,4	,4	,0.99/0.83	,6/6.5	,0.94/0.88	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200825.htm	,http://live.win007.com/detail/1837734cn.htm	,2020.08.26	,沙地联	,艾纳斯	,亚达禾	,球半	,两球/两球半	,1.02/0.80	,3	,3/3.5	,0.83/0.97	,8.5	,0.94/0.92	,6	,7	,0	,1	,1	
http://bf.win007.com/football/Over_20200823.htm	,http://live.win007.com/detail/1898605cn.htm	,2020.08.23	,乌克超	,禾斯克拉	,鲁克维尼基	,半球	,半球/一球	,0.98/0.86	,2/2.5	,2/2.5	,0.93/0.89	,5/5.5	,0.84/1.02	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200822.htm	,http://live.win007.com/detail/1870230cn.htm	,2020.08.22	,芬甲	,KPV科高拉	,格尼斯坦	,球半	,一球/球半	,0.96/0.93	,3/3.5	,3	,0.84/1.03	,4.5	,0.84/1.02	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200822.htm	,http://live.win007.com/detail/1876870cn.htm	,2020.08.22	,挪超	,博多格林特	,斯达	,两球	,两球	,1.02/0.88	,3.5/4	,3.5/4	,0.97/0.91	,4/4.5	,1.08/0.79	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200822.htm	,http://live.win007.com/detail/1859006cn.htm	,2020.08.23	,巴西乙	,累西腓航海	,尤文图德	,平手/半球	,半球	,1.05/0.85	,2	,2	,1.07/0.79	,5/5.5	,0.93/0.93	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200819.htm	,http://live.win007.com/detail/1872409cn.htm	,2020.08.19	,日职联	,川崎前锋	,大阪樱花	,半球	,半球/一球	,0.78/1.13	,2.5	,2.5	,0.83/1.05	,4.5	,0.91/0.96	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200819.htm	,http://live.win007.com/detail/1889617cn.htm	,2020.08.19	,欧联U19	,萨尔茨堡U19	,里昂U19	,半球	,一球/球半	,0.60/1.28	,3	,3.5	,0.70/1.11	,5/5.5	,0.79/1.01	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200819.htm	,http://live.win007.com/detail/1864457cn.htm	,2020.08.20	,冰岛甲	,特罗图尔	,格林达维克	,受让一球	,受让一球	,0.81/1.01	,3	,3.5	,0.99/0.81	,3.5/4	,0.96/0.88	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200816.htm	,http://live.win007.com/detail/1876022cn.htm	,2020.08.16	,美乙	,雷诺CF	,波特兰伐木者后备队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200816.htm	,http://live.win007.com/detail/1879903cn.htm	,2020.08.16	,中超	,青岛黄海青港	,北京中赫国安	,受让球半/两球	,受让一球/球半	,1.03/0.83	,3/3.5	,2.5/3	,0.80/1.04	,6.5/7	,0.90/0.94	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200813.htm	,http://live.win007.com/detail/1876448cn.htm	,2020.08.14	,瑞典超	,埃尔夫斯堡	,法尔肯堡	,一球	,一球	,1.05/0.83	,3	,3	,0.82/1.05	,5.5/6	,1.13/0.75	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200809.htm	,http://live.win007.com/detail/1876856cn.htm	,2020.08.09	,挪超	,斯托姆加斯特	,桑德菲杰	,半球	,半球/一球	,0.89/1.01	,2.5/3	,3	,1.07/0.81	,4.5/5	,1.00/0.87	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200808.htm	,http://live.win007.com/detail/1872997cn.htm	,2020.08.08	,日职乙	,山形山神	,京都不死鸟	,平手/半球	,受让平手/半球	,1.09/0.79	,2/2.5	,2	,0.95/0.92	,5/5.5	,0.89/0.98	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200807.htm	,http://live.win007.com/detail/1879488cn.htm	,2020.08.08	,瑞典甲	,松兹瓦尔	,卢恩斯基尔	,半球/一球	,半球	,0.89/0.99	,2.5	,2.5	,1.00/0.86	,4.5	,1.07/0.79	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200803.htm	,http://live.win007.com/detail/1876423cn.htm	,2020.08.04	,瑞典超	,埃尔夫斯堡	,天狼星	,半球	,半球	,0.97/0.92	,2.5	,2.5/3	,0.85/1.03	,5.5	,0.85/1.02	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200801.htm	,http://live.win007.com/detail/1885151cn.htm	,2020.08.01	,白俄超	,斯拉维亚莫兹里	,伊斯洛奇明斯克	,受让平手/半球	,受让平手/半球	,0.81/1.01	,2.5	,2.5	,0.89/0.91	,4.5	,1.03/0.77	,3	,6	,3	,0	,0	
