当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20201121.htm	,http://live.win007.com/detail/1922004cn.htm	,2020.11.21	,意乙	,莱切	,奥迪亚斯	,一球	,一球/球半	,1.00/0.89	,2.5	,3	,0.83/1.04	,5	,0.86/1.00	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20201121.htm	,http://live.win007.com/detail/1910644cn.htm	,2020.11.21	,土超	,根克勒比利吉	,费内巴切	,受让一球	,受让一球	,0.88/1.02	,3	,3	,0.99/0.87	,4.5	,0.84/1.02	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201120.htm	,http://live.win007.com/detail/1903076cn.htm	,2020.11.20	,以甲	,埃克萨夏普尔	,拉那那夏普尔	,平手	,平手	,0.91/0.91	,2/2.5	,2	,0.86/0.94	,3/3.5	,0.94/0.88	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201118.htm	,http://live.win007.com/detail/1913082cn.htm	,2020.11.19	,英锦赛	,布里斯托流浪	,车路士U21	,平手/半球	,半球	,1.00/0.82	,3	,2.5/3	,1.00/0.80	,4/4.5	,0.84/1.02	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201118.htm	,http://live.win007.com/detail/1902159cn.htm	,2020.11.19	,墨西乙	,塔巴蒂奥	,塔巴斯哥FC	,半球/一球	,半球/一球	,0.75/1.07	,2.5	,2.5/3	,0.92/0.88	,4.5	,0.90/0.94	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201117.htm	,http://live.win007.com/detail/1686850cn.htm	,2020.11.17	,欧青U21外	,克罗地亚U21	,立陶宛U21	,两球半	,两球/两球半	,1.03/0.79	,3.5	,3/3.5	,0.89/0.91	,5	,1.12/0.75	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20201115.htm	,http://live.win007.com/detail/1831838cn.htm	,2020.11.16	,哥伦甲	,百万富翁	,阿利安萨	,球半	,一球/球半	,0.88/0.98	,2.5	,2.5	,0.88/0.96	,4/4.5	,0.86/0.98	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20201114.htm	,http://live.win007.com/detail/1872553cn.htm	,2020.11.14	,日职联	,横滨水手	,浦和红钻	,半球/一球	,平手/半球	,1.08/0.82	,3.5	,3.5	,0.93/0.95	,7/7.5	,1.00/0.87	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20201113.htm	,http://live.win007.com/detail/1815070cn.htm	,2020.11.13	,非洲杯	,尼日利亚	,塞拉利昂	,两球	,球半/两球	,0.82/1.00	,3	,3	,0.91/0.89	,7	,1.02/0.84	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20201111.htm	,http://live.win007.com/detail/1948220cn.htm	,2020.11.12	,国际友谊	,罗马尼亚	,白俄罗斯	,一球	,半球/一球	,1.07/0.83	,2.5	,2/2.5	,0.94/0.94	,5.5	,0.91/0.96	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20201111.htm	,http://live.win007.com/detail/1948225cn.htm	,2020.11.12	,国际友谊	,土耳其	,克罗地亚	,受让平手/半球	,平手	,1.06/0.84	,2/2.5	,2.5	,1.03/0.85	,4/4.5	,0.85/1.02	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201110.htm	,http://live.win007.com/detail/1913033cn.htm	,2020.11.11	,英锦赛	,维尔港	,利物浦U21	,一球	,一球	,1.01/0.81	,3/3.5	,3/3.5	,0.78/1.02	,5.5/6	,0.77/1.09	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201108.htm	,http://live.win007.com/detail/1870298cn.htm	,2020.11.08	,芬甲	,奥卢	,MP米克力	,两球/两球半	,三球	,0.60/1.28	,3	,3.5/4	,0.67/1.14	,5.5/6	,0.99/0.87	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201108.htm	,http://live.win007.com/detail/1945389cn.htm	,2020.11.09	,美职业	,芝加哥火焰	,纽约城	,平手	,受让平手/半球	,0.80/1.11	,3	,3.5	,1.03/0.85	,8	,1.03/0.84	,6	,7	,0	,1	,0	
http://bf.win007.com/football/Over_20201107.htm	,http://live.win007.com/detail/1934594cn.htm	,2020.11.07	,黎巴嫩联	,安萨尔	,萨法	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20201107.htm	,http://live.win007.com/detail/1884779cn.htm	,2020.11.07	,荷乙	,格拉夫夏普	,福伦丹	,半球/一球	,半球	,0.93/0.95	,3/3.5	,3.5	,1.02/0.84	,5.5/6	,0.88/0.98	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20201107.htm	,http://live.win007.com/detail/1880222cn.htm	,2020.11.07	,匈甲	,保克什	,普斯卡斯学院	,受让平手/半球	,平手	,0.84/1.00	,3	,3	,0.99/0.83	,5.5	,0.86/0.96	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20201107.htm	,http://live.win007.com/detail/1946639cn.htm	,2020.11.08	,英足总杯	,曼彻斯特FC	,唐卡斯特	,受让两球	,受让球半/两球	,0.94/0.88	,3.5/4	,3.5/4	,0.97/0.83	,7	,0.93/0.93	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20201107.htm	,http://live.win007.com/detail/1877691cn.htm	,2020.11.08	,法乙	,图卢兹	,瓦朗谢纳	,半球	,半球	,0.98/0.90	,2	,2/2.5	,0.90/0.96	,5/5.5	,0.93/0.93	,4	,9	,2	,3	,2	
http://bf.win007.com/football/Over_20201107.htm	,http://live.win007.com/detail/1934046cn.htm	,2020.11.08	,厄瓜甲	,瓜亚基尔城	,奥卡斯	,平手	,平手	,1.07/0.63	,2.5	,2.5	,0.75/0.95	,5	,0.99/0.83	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201106.htm	,http://live.win007.com/detail/1947737cn.htm	,2020.11.06	,中超	,重庆当代	,山东鲁能泰山	,受让平手/半球	,受让半球	,0.94/0.92	,2.5/3	,3	,0.82/1.02	,3.5	,0.86/0.98	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20201105.htm	,http://live.win007.com/detail/1902145cn.htm	,2020.11.05	,墨西乙	,扎卡特卡斯	,克雷卡米诺斯	,半球/一球	,半球/一球	,0.70/1.13	,2/2.5	,2/2.5	,0.80/1.00	,4/4.5	,0.99/0.85	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201104.htm	,http://live.win007.com/detail/1938136cn.htm	,2020.11.04	,越南联	,河内	,西贡FC	,半球/一球	,一球	,0.73/1.03	,2.5/3	,2.5/3	,0.67/1.09	,3.5/4	,1.01/0.81	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201104.htm	,http://live.win007.com/detail/1870287cn.htm	,2020.11.05	,芬甲	,VPS瓦萨	,科特卡	,受让半球/一球	,受让半球	,1.01/0.89	,3	,3/3.5	,1.05/0.82	,4.5/5	,1.01/0.85	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201103.htm	,http://live.win007.com/detail/1943705cn.htm	,2020.11.03	,秘鲁甲	,卡哈马卡	,学术界体育	,半球	,半球/一球	,0.65/1.05	,2/2.5	,2.5	,0.65/1.05	,6.5	,1.03/0.83	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20201102.htm	,http://live.win007.com/detail/1918444cn.htm	,2020.11.02	,保超	,华拉特莎	,伊塔尔	,半球/一球	,半球	,1.04/0.80	,2/2.5	,2/2.5	,0.91/0.91	,3/3.5	,0.90/0.92	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201101.htm	,http://live.win007.com/detail/1930342cn.htm	,2020.11.01	,阿塞超	,卡拉巴克	,克斯拉	,半球	,半球	,0.80/1.04	,2.5/3	,2.5	,0.98/0.84	,5.5	,0.99/0.83	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20201101.htm	,http://live.win007.com/detail/1946380cn.htm	,2020.11.01	,乌兹超	,奥马利克	,塔什干棉农	,受让半球/一球	,受让半球/一球	,1.01/0.81	,2.5/3	,2.5/3	,0.99/0.81	,5.5	,1.06/0.80	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201101.htm	,http://live.win007.com/detail/1873455cn.htm	,2020.11.01	,挪甲	,康斯文格	,诺霍斯	,平手	,平手	,1.02/0.86	,2.5/3	,2.5/3	,0.81/1.05	,5.5/6	,0.87/0.99	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201101.htm	,http://live.win007.com/detail/1890759cn.htm	,2020.11.01	,丹麦超	,哥本哈根	,利恩比	,球半/两球	,球半/两球	,1.03/0.87	,3	,3	,0.85/1.03	,3.5/4	,1.01/0.86	,2	,6	,4	,0	,0	
