当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200430.htm	,http://live.win007.com/detail/1866878cn.htm	,2020.04.30	,白俄女超	,ABFF女足U19	,明斯克戴拿模女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200429.htm	,http://live.win007.com/detail/1867471cn.htm	,2020.04.29	,白俄业余	,法沃里特明斯克	,空军之星	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200426.htm	,http://live.win007.com/detail/1867431cn.htm	,2020.04.26	,白俄业余	,白俄罗斯桑德兰	,FC马切利希	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200425.htm	,http://live.win007.com/detail/1867252cn.htm	,2020.04.25	,白俄乙	,SMI奥托特兰斯	,埃涅尔格提克巴加图	,半球	,平手/半球	,0.88/0.82	,3.5	,3.5	,0.83/0.87	,4.5/5	,0.78/0.92	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200425.htm	,http://live.win007.com/detail/1867196cn.htm	,2020.04.25	,白俄乙	,萨克杜亚B队	,维多利玛伊戈尔卡	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,0	
http://bf.win007.com/football/Over_20200420.htm	,http://live.win007.com/detail/1840837cn.htm	,2020.09.22	,亚冠杯	,塔亚文	,沙瑞加	,半球	,受让平手/半球	,0.81/1.07	,2.5	,2/2.5	,0.89/0.97	,2/2.5	,0.87/0.99	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200418.htm	,http://live.win007.com/detail/1866891cn.htm	,2020.04.18	,白俄乙	,柴卡塞瓦	,莫洛迪兹诺	,受让两球半	,受让两球半/三球	,0.86/0.84	,3.5/4	,4.5/5	,0.76/0.94	,6	,0.86/0.84	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200416.htm	,http://live.win007.com/detail/1866813cn.htm	,2020.04.16	,白俄后备	,伯希纳博布鲁伊斯克后备队	,斯莫列维奇后备队	,受让平手/半球	,受让半球/一球	,0.88/0.82	,3.5	,4	,0.89/0.81	,4	,0.88/0.82	,2	,8	,4	,2	,1	
http://bf.win007.com/football/Over_20200416.htm	,http://live.win007.com/detail/1866877cn.htm	,2020.04.17	,球会友谊	,艾维史堡	,加达克BK	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20200410.htm	,http://live.win007.com/detail/1866480cn.htm	,2020.04.10	,白俄后备	,戈洛迪亚后备队	,明斯克迪纳摩后备队	,受让两球/两球半	,受让球半	,0.93/0.77	,3.5	,3/3.5	,0.80/0.90	,4/4.5	,0.82/0.88	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200409.htm	,http://live.win007.com/detail/1866490cn.htm	,2020.04.10	,球会友谊	,纳卡伊利里亚	,阿西里斯卡联队	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200408.htm	,http://live.win007.com/detail/1866483cn.htm	,2020.04.08	,球会友谊	,纳夫田	,波罗斯克	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200408.htm	,http://live.win007.com/detail/1866473cn.htm	,2020.04.09	,尼拉U20	,法拉帝水流U20	,马德里斯U20	,半球/一球	,平手	,1.53/0.25	,3	,3.5	,0.50/1.11	,4.5/5	,0.64/1.06	,3	,4	,1	,0	,0	
http://bf.win007.com/football/Over_20200405.htm	,http://live.win007.com/detail/1865788cn.htm	,2020.04.05	,球会友谊	,布兰德伯格	,奥林匹亚法尔斯塔	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,3	
http://bf.win007.com/football/Over_20200405.htm	,http://live.win007.com/detail/1865746cn.htm	,2020.04.05	,球会友谊	,萨维达伦斯女足	,泽尼斯女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,10	,2	,4	,3	
http://bf.win007.com/football/Over_20200405.htm	,http://live.win007.com/detail/1865732cn.htm	,2020.04.06	,球会友谊	,阿尔塔(SWE)	,阿西特拉保	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200403.htm	,http://live.win007.com/detail/1865703cn.htm	,2020.04.04	,球会友谊	,桑德尔	,古赫登斯	,半球	,半球	,0.84/0.86	,3.5/4	,3.5/4	,0.84/0.86	,没有中场或45或46	,没有中场或45或46	,2	,6	,4	,0	,0	
