当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20210211.htm	,http://live.win007.com/detail/1965303cn.htm	,2021.02.11	,乌拉甲	,芬斯	,塞路	,平手/半球	,平手/半球	,0.93/0.89	,2/2.5	,2/2.5	,0.85/0.95	,3/3.5	,0.83/0.97	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20210210.htm	,http://live.win007.com/detail/1843289cn.htm	,2021.02.10	,泰超	,北榄城	,特罗萨萨纳	,一球	,半球/一球	,0.90/0.94	,3	,3	,1.02/0.80	,5.5	,0.87/0.95	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20210210.htm	,http://live.win007.com/detail/1968171cn.htm	,2021.02.10	,法国杯	,南特	,朗斯	,受让平手/半球	,受让平手/半球	,0.92/0.96	,2.5	,2	,0.83/1.03	,5.5	,0.99/0.87	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20210210.htm	,http://live.win007.com/detail/1893848cn.htm	,2021.02.10	,斯亚甲	,多明萨尔	,马里博尔	,受让平手/半球	,受让半球	,0.74/1.08	,2.5	,2.5/3	,0.72/1.08	,5.5	,0.70/1.11	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20210210.htm	,http://live.win007.com/detail/1858922cn.htm	,2021.02.11	,巴西甲	,科林蒂安	,巴拉纳竞技	,平手/半球	,半球	,1.02/0.88	,2/2.5	,2/2.5	,1.03/0.85	,5/5.5	,1.01/0.86	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20210206.htm	,http://live.win007.com/detail/1887007cn.htm	,2021.02.06	,斯伐超	,莫拉斯	,泰拿华斯巴达	,平手	,受让平手/半球	,0.84/0.98	,2.5	,2.5	,0.94/0.86	,6/6.5	,1.11/0.70	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20210205.htm	,http://live.win007.com/detail/1895027cn.htm	,2021.02.06	,德乙	,奥厄	,汉堡	,受让半球/一球	,受让半球/一球	,0.95/0.94	,2.5/3	,3	,1.04/0.84	,5.5	,0.92/0.95	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20210205.htm	,http://live.win007.com/detail/1884904cn.htm	,2021.02.06	,荷乙	,奥斯	,阿尔克马尔青年队	,平手/半球	,平手	,0.85/1.03	,3	,3	,1.04/0.82	,4.5/5	,0.87/0.99	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20210202.htm	,http://live.win007.com/detail/1877820cn.htm	,2021.02.03	,法乙	,巴黎足球会	,尼奥特	,半球	,半球/一球	,1.11/0.78	,2/2.5	,2.5	,1.00/0.86	,6/6.5	,0.89/0.97	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20210202.htm	,http://live.win007.com/detail/1904007cn.htm	,2021.02.03	,英超	,曼彻斯特联	,南安普敦	,一球	,一球/球半	,0.98/0.92	,3	,3	,0.93/0.97	,6	,1.02/0.86	,4	,9	,2	,3	,3	
