当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20201231.htm	,http://live.win007.com/detail/1855731cn.htm	,2020.12.31	,约超联	,艾尔利	,阿尔费萨里	,受让半球/一球	,受让一球	,0.85/0.99	,2/2.5	,2/2.5	,0.99/0.83	,3/3.5	,0.86/0.96	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201230.htm	,http://live.win007.com/detail/1919514cn.htm	,2020.12.30	,阿尔巴超	,斯克得比鲁	,拜利斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20201229.htm	,http://live.win007.com/detail/1905681cn.htm	,2020.12.30	,英甲	,伯顿	,维冈竞技	,半球	,平手/半球	,0.84/1.04	,2.5	,2/2.5	,0.83/1.03	,5/5.5	,0.92/0.94	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20201229.htm	,http://live.win007.com/detail/1833713cn.htm	,2020.12.30	,玻利甲	,圣克鲁斯	,瓜比拉	,受让半球	,受让半球/一球	,1.01/0.81	,3/3.5	,3/3.5	,0.88/0.92	,6	,0.97/0.85	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20201227.htm	,http://live.win007.com/detail/1919508cn.htm	,2020.12.27	,阿尔巴超	,维拉斯尼亚	,斯克得比鲁	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201226.htm	,http://live.win007.com/detail/1887555cn.htm	,2020.12.26	,苏冠	,哈茨	,艾尔联	,一球/球半	,球半	,0.75/1.09	,3	,3	,0.80/1.02	,2.5/3	,0.99/0.83	,1	,8	,5	,2	,2	
http://bf.win007.com/football/Over_20201224.htm	,http://live.win007.com/detail/1833700cn.htm	,2020.12.25	,玻利甲	,圣克鲁斯	,帕瑞	,受让半球/一球	,受让平手/半球	,0.97/0.87	,3	,3/3.5	,0.99/0.83	,5.5/6	,0.80/1.02	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201223.htm	,http://live.win007.com/detail/1959564cn.htm	,2020.12.24	,洪都甲	,CD维达	,洛沃斯墨	,半球	,半球/一球	,0.45/1.33	,2.5/3	,2.5/3	,0.60/1.11	,5.5/6	,0.85/0.85	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201220.htm	,http://live.win007.com/detail/1883933cn.htm	,2020.12.20	,荷甲	,海牙	,阿贾克斯	,受让两球半/三球	,受让三球/三球半	,0.86/1.04	,4	,4.5	,0.93/0.95	,6.5	,0.88/0.99	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201219.htm	,http://live.win007.com/detail/1893842cn.htm	,2020.12.19	,斯亚甲	,塔博塞扎纳	,科佩尔	,平手	,平手	,0.77/1.05	,2.5	,2/2.5	,0.98/0.82	,6/6.5	,0.89/0.91	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20201218.htm	,http://live.win007.com/detail/1953287cn.htm	,2020.12.18	,阿联酋甲	,富查伊拉	,塔亚文UAE	,一球	,一球	,0.90/0.80	,3	,3/3.5	,0.92/0.78	,7	,0.95/0.75	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20201216.htm	,http://live.win007.com/detail/1887011cn.htm	,2020.12.16	,斯伐超	,米查路文斯	,鲁森比洛克	,平手	,受让平手/半球	,0.78/1.04	,2.5	,2.5	,1.01/0.79	,6/6.5	,0.83/0.97	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20201215.htm	,http://live.win007.com/detail/1892988cn.htm	,2020.12.16	,捷甲	,皮尔森	,特普利斯	,球半	,球半/两球	,0.88/1.00	,2.5	,3/3.5	,0.88/0.98	,5	,0.99/0.87	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201214.htm	,http://live.win007.com/detail/1957559cn.htm	,2020.12.14	,巴林超	,布赛廷	,玛基亚	,平手/半球	,受让平手/半球	,0.94/0.88	,2.5	,2.5	,1.01/0.79	,4/4.5	,0.99/0.87	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201214.htm	,http://live.win007.com/detail/1833673cn.htm	,2020.12.15	,玻利甲	,史庄格斯	,奥利恩特	,两球半/三球	,两球半/三球	,0.60/1.28	,3.5/4	,3.5/4	,0.60/1.25	,5	,1.00/0.82	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201213.htm	,http://live.win007.com/detail/1873331cn.htm	,2020.12.13	,日职乙	,FC琉球	,FC爱媛	,平手/半球	,半球	,0.96/0.93	,2.5	,2.5	,0.85/1.03	,2.5	,0.95/0.92	,1	,6	,5	,0	,0	
