当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20201023.htm	,http://live.win007.com/detail/1828439cn.htm	,2020.10.23	,阿曼联	,巴赫拉	,玛巴特	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20201022.htm	,http://live.win007.com/detail/1940500cn.htm	,2020.10.22	,乌兹超	,本尤德科	,安迪江	,一球	,一球/球半	,0.68/1.25	,2.5	,3	,1.11/0.76	,5.5	,0.84/1.02	,4	,8	,2	,2	,1	
http://bf.win007.com/football/Over_20201022.htm	,http://live.win007.com/detail/1783693cn.htm	,2020.10.23	,女欧国杯	,瑞典女足	,拉脱维亚女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20201021.htm	,http://live.win007.com/detail/1943139cn.htm	,2020.10.21	,泰乙	,穆安联合	,沙拉武里	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20201021.htm	,http://live.win007.com/detail/1943283cn.htm	,2020.10.21	,泰乙	,苏林苏格尔	,那空拉查斯马联	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201021.htm	,http://live.win007.com/detail/1859119cn.htm	,2020.10.22	,巴西乙	,奎尔巴	,巴拉纳	,半球	,半球	,0.83/1.07	,2	,2	,1.09/0.77	,3	,0.96/0.90	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201020.htm	,http://live.win007.com/detail/1921654cn.htm	,2020.10.21	,瑞士甲	,克里恩斯	,草蜢	,受让半球	,受让平手/半球	,1.03/0.85	,3	,3	,0.80/1.06	,3.5/4	,1.05/0.81	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20201020.htm	,http://live.win007.com/detail/1877990cn.htm	,2020.10.21	,苏超	,阿伯丁	,哈密尔顿	,一球/球半	,一球/球半	,1.00/0.89	,2/2.5	,2.5	,0.93/0.93	,6.5	,0.87/0.99	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20201019.htm	,http://live.win007.com/detail/1884738cn.htm	,2020.10.20	,荷乙	,阿尔克马尔青年队	,福伦丹	,受让半球	,受让半球	,0.86/1.02	,3/3.5	,3.5	,0.83/1.03	,7/7.5	,1.01/0.85	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20201018.htm	,http://live.win007.com/detail/1843053cn.htm	,2020.10.18	,韩K2联	,水原城	,全南天龙	,半球	,半球	,1.01/0.81	,2/2.5	,2.5	,1.12/0.69	,没有中场或45或46	,没有中场或45或46	,6	,7	,0	,1	,1	
http://bf.win007.com/football/Over_20201018.htm	,http://live.win007.com/detail/1915299cn.htm	,2020.10.18	,意甲	,博洛尼亚	,森索罗	,平手	,平手	,0.81/1.11	,2.5/3	,3/3.5	,0.99/0.91	,4.5/5	,0.81/1.07	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20201018.htm	,http://live.win007.com/detail/1876524cn.htm	,2020.10.18	,瑞典超	,哈马比	,米亚尔比	,半球/一球	,半球/一球	,0.80/1.11	,3	,3	,1.01/0.87	,5.5/6	,1.02/0.85	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201018.htm	,http://live.win007.com/detail/1888068cn.htm	,2020.10.18	,波兰超	,史塔麦列克	,克拉科夫	,平手/半球	,受让平手/半球	,0.91/0.98	,2.5	,2.5/3	,1.03/0.83	,4.5	,0.84/1.02	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201018.htm	,http://live.win007.com/detail/1939794cn.htm	,2020.10.19	,白俄超	,比斯特迪纳摩	,鲁赫布雷斯特	,半球	,半球/一球	,0.90/0.92	,3	,3.5	,0.99/0.81	,5	,0.89/0.91	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201017.htm	,http://live.win007.com/detail/1896466cn.htm	,2020.10.17	,阿美超	,阿拉特阿美尼亚	,舒拉克	,一球/球半	,球半	,1.01/0.81	,2.5	,2.5/3	,0.92/0.88	,5.5	,0.83/0.99	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20201017.htm	,http://live.win007.com/detail/1878039cn.htm	,2020.10.17	,苏超	,哈密尔顿	,圣约翰斯通	,受让半球	,受让半球/一球	,0.83/1.07	,2.5	,2/2.5	,1.09/0.77	,6/6.5	,0.93/0.93	,5	,8	,1	,2	,1	
http://bf.win007.com/football/Over_20201017.htm	,http://live.win007.com/detail/1937141cn.htm	,2020.10.17	,北爱超	,林菲尔德	,卡域克流浪	,球半/两球	,两球	,0.96/0.74	,2.5/3	,2.5/3	,0.77/0.93	,没有中场或45或46	,没有中场或45或46	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201017.htm	,http://live.win007.com/detail/1898639cn.htm	,2020.10.17	,乌克超	,顿涅茨克矿工	,FC利沃夫	,球半/两球	,两球/两球半	,0.95/0.93	,3/3.5	,3.5	,0.89/0.97	,没有中场或45或46	,没有中场或45或46	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20201017.htm	,http://live.win007.com/detail/1932676cn.htm	,2020.10.18	,挪超	,莫尔德	,博多格林特	,平手	,一球	,1.06/0.84	,3/3.5	,3.5/4	,0.90/0.98	,5	,1.04/0.83	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201016.htm	,http://live.win007.com/detail/1887515cn.htm	,2020.10.17	,苏冠	,哈茨	,邓迪FC	,一球	,半球/一球	,0.98/0.86	,2.5	,2.5	,1.02/0.80	,6/6.5	,0.74/1.08	,5	,8	,1	,2	,2	
http://bf.win007.com/football/Over_20201015.htm	,http://live.win007.com/detail/1799638cn.htm	,2020.10.15	,埃及超	,伊斯梅利	,艾史万	,半球	,半球/一球	,0.98/0.84	,2	,2/2.5	,1.04/0.76	,4/4.5	,0.88/0.98	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201013.htm	,http://live.win007.com/detail/1686860cn.htm	,2020.10.13	,欧青U21外	,圣马力诺U21	,苏格兰U21	,受让三球半	,受让四球	,0.97/0.85	,4.5/5	,4.5/5	,0.83/0.97	,5/5.5	,0.96/0.90	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20201013.htm	,http://live.win007.com/detail/1940071cn.htm	,2020.10.14	,英足总杯	,布里斯托尔	,克雷	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201013.htm	,http://live.win007.com/detail/1940076cn.htm	,2020.10.14	,英足总杯	,达宁顿	,塔德卡斯特	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201013.htm	,http://live.win007.com/detail/1940090cn.htm	,2020.10.14	,英足总杯	,汤顿	,特鲁罗城	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201013.htm	,http://live.win007.com/detail/1858408cn.htm	,2020.10.14	,欧国联	,德国	,瑞士	,一球	,一球/球半	,1.05/0.85	,2.5/3	,3/3.5	,1.03/0.85	,5	,0.89/0.99	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201011.htm	,http://live.win007.com/detail/1913248cn.htm	,2020.10.11	,乌克甲	,麦克莱	,希尼克体育	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201010.htm	,http://live.win007.com/detail/1873159cn.htm	,2020.10.10	,日职乙	,千叶市原	,水户蜀葵	,平手	,受让平手/半球	,0.86/1.04	,2.5	,2.5	,0.90/0.98	,4.5	,1.02/0.85	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201010.htm	,http://live.win007.com/detail/1937001cn.htm	,2020.10.10	,比利时杯	,罗什福尔	,莫伦贝克	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,9	,2	,3	,2	
http://bf.win007.com/football/Over_20201010.htm	,http://live.win007.com/detail/1796041cn.htm	,2020.10.10	,摩洛超	,泽姆	,伊蒂哈德塔	,平手/半球	,半球	,0.83/0.87	,2	,1.5/2	,0.76/0.94	,没有中场或45或46	,没有中场或45或46	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20201010.htm	,http://live.win007.com/detail/1919130cn.htm	,2020.10.11	,威超	,巴拉城	,艾伯里斯特夫	,球半	,球半	,0.82/1.00	,3	,3/3.5	,0.85/0.95	,5	,0.99/0.81	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201010.htm	,http://live.win007.com/detail/1870287cn.htm	,2020.11.05	,芬甲	,VPS瓦萨	,科特卡	,受让半球/一球	,受让半球	,1.01/0.89	,3	,3/3.5	,1.05/0.82	,4.5/5	,1.01/0.85	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201009.htm	,http://live.win007.com/detail/1885929cn.htm	,2020.10.09	,澳威超	,黑镇市足球俱乐部	,西悉尼流浪者青年队	,半球/一球	,半球	,0.87/0.95	,3/3.5	,3/3.5	,0.95/0.85	,7	,0.96/0.90	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20201007.htm	,http://live.win007.com/detail/1796029cn.htm	,2020.10.07	,摩洛超	,拉巴特皇家武装	,兹马姆拉	,平手/半球	,半球	,0.96/0.74	,2	,2/2.5	,0.83/0.87	,5.5	,1.00/0.80	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20201007.htm	,http://live.win007.com/detail/1934475cn.htm	,2020.10.08	,国际友谊	,意大利	,摩尔多瓦	,三球半	,三球	,0.85/0.97	,4.5	,3.5/4	,0.86/0.94	,7/7.5	,0.81/1.06	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20201007.htm	,http://live.win007.com/detail/1934480cn.htm	,2020.10.08	,国际友谊	,法国	,乌克兰	,一球/球半	,球半	,0.93/0.96	,2.5/3	,2.5/3	,0.87/1.01	,5.5/6	,0.85/1.02	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20201006.htm	,http://live.win007.com/detail/1913013cn.htm	,2020.10.07	,英锦赛	,桑德兰	,卡利斯尔联	,一球	,球半/两球	,0.87/0.95	,2.5/3	,3	,0.90/0.90	,4.5	,1.08/0.78	,3	,8	,3	,2	,2	
http://bf.win007.com/football/Over_20201006.htm	,http://live.win007.com/detail/1919961cn.htm	,2020.10.07	,苏联杯	,艾比安流浪	,艾尔联	,受让一球/球半	,受让两球	,0.86/0.96	,3	,3/3.5	,0.85/0.95	,7	,0.90/0.90	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20201004.htm	,http://live.win007.com/detail/1915289cn.htm	,2020.10.04	,意甲	,亚特兰大	,卡利亚里	,球半	,球半/两球	,0.97/0.93	,3/3.5	,3.5	,0.89/1.01	,6.5/7	,0.80/1.08	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20201004.htm	,http://live.win007.com/detail/1883852cn.htm	,2020.10.04	,荷甲	,鹿特丹斯巴达	,艾克马亚	,受让半球/一球	,受让一球	,0.84/1.06	,3	,3	,1.00/0.88	,5.5	,0.83/1.04	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20201004.htm	,http://live.win007.com/detail/1906059cn.htm	,2020.10.04	,英冠	,布伦特福德	,普雷斯顿	,半球/一球	,半球/一球	,1.03/0.87	,2.5/3	,2.5	,1.01/0.86	,3/3.5	,0.93/0.93	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201004.htm	,http://live.win007.com/detail/1896189cn.htm	,2020.10.04	,比乙	,圣吉罗斯	,洛默尔	,半球/一球	,一球	,1.01/0.85	,2.5/3	,2.5/3	,0.86/0.98	,4.5/5	,0.95/0.89	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201004.htm	,http://live.win007.com/detail/1856027cn.htm	,2020.10.04	,智利乙	,华迪维亚	,科比亚波	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20201004.htm	,http://live.win007.com/detail/1903835cn.htm	,2020.10.04	,英超	,曼彻斯特联	,托特纳姆热刺	,半球	,半球	,1.11/0.81	,2.5	,2.5/3	,0.97/0.93	,6.5	,0.80/1.08	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20201003.htm	,http://live.win007.com/detail/1872494cn.htm	,2020.10.03	,日职联	,札幌冈萨多	,仙台维加泰	,半球	,半球/一球	,0.92/0.97	,2.5/3	,3/3.5	,0.93/0.95	,2.5/3	,0.91/0.96	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20201003.htm	,http://live.win007.com/detail/1911017cn.htm	,2020.10.03	,土甲	,土兹拉士邦	,布尔萨体育	,平手/半球	,半球	,1.04/0.80	,2.5	,2.5	,0.98/0.84	,5.5	,0.93/0.89	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201003.htm	,http://live.win007.com/detail/1905483cn.htm	,2020.10.03	,英甲	,伯顿	,朴茨茅斯	,受让平手/半球	,受让半球	,0.90/0.98	,2.5	,2.5	,0.83/1.03	,4.5	,1.08/0.78	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201003.htm	,http://live.win007.com/detail/1847218cn.htm	,2020.10.04	,爱甲	,朗福德城	,SD戈尔韦	,半球	,平手/半球	,0.89/0.99	,2.5/3	,2.5	,0.94/0.92	,没有中场或45或46	,没有中场或45或46	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20201003.htm	,http://live.win007.com/detail/1903346cn.htm	,2020.10.04	,巴拉甲	,奥杜巴雷	,迪亚兹	,平手/半球	,平手/半球	,0.88/0.98	,2.5	,2.5/3	,0.98/0.86	,5.5	,0.94/0.90	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20201002.htm	,http://live.win007.com/detail/1896188cn.htm	,2020.10.03	,比乙	,瑟兰联	,布鲁日U23	,半球/一球	,一球	,0.90/0.92	,2.5/3	,3	,0.94/0.86	,5	,1.07/0.77	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20201002.htm	,http://live.win007.com/detail/1877267cn.htm	,2020.10.03	,法甲	,巴黎圣日尔曼	,安格斯	,两球/两球半	,两球半/三球	,0.84/1.06	,3.5	,4/4.5	,1.07/0.81	,4/4.5	,1.04/0.83	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20201002.htm	,http://live.win007.com/detail/1884733cn.htm	,2020.10.03	,荷乙	,阿尔克马尔青年队	,马斯特里赫特	,半球	,半球	,0.87/1.01	,3/3.5	,3/3.5	,0.94/0.92	,4.5/5	,0.79/1.07	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20201001.htm	,http://live.win007.com/detail/1850108cn.htm	,2020.10.01	,越南联	,黄安嘉莱	,胡志明市	,平手	,平手	,0.82/0.94	,2.5	,2.5/3	,0.90/0.86	,5.5	,0.81/1.01	,4	,7	,2	,1	,1	
