当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200930.htm	,http://live.win007.com/detail/1915271cn.htm	,2020.09.30	,意甲	,贝内文托	,国际米兰	,受让球半	,受让球半	,1.02/0.89	,3	,3/3.5	,0.97/0.93	,6.5/7	,0.76/1.13	,5	,7	,1	,1	,0	
http://bf.win007.com/football/Over_20200930.htm	,http://live.win007.com/detail/1876160cn.htm	,2020.10.01	,美乙	,迈阿密FC	,查尔斯顿电池	,受让半球/一球	,受让平手/半球	,0.99/0.77	,2.5/3	,3	,0.89/0.87	,3.5/4	,0.92/0.90	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200929.htm	,http://live.win007.com/detail/1932661cn.htm	,2020.09.29	,埃及超	,肯特拉特斯	,FC马萨	,一球	,一球	,1.02/0.86	,2	,2/2.5	,0.95/0.91	,6.5	,1.04/0.82	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200929.htm	,http://live.win007.com/detail/1873411cn.htm	,2020.09.30	,挪甲	,UII奇萨	,特罗姆瑟	,受让半球/一球	,受让半球/一球	,0.93/0.95	,3	,3	,0.98/0.88	,5.5/6	,0.89/0.97	,4	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200929.htm	,http://live.win007.com/detail/1864507cn.htm	,2020.09.30	,冰岛甲	,莱纳福斯克鲁斯菲泽多	,雷克尼尔雷克雅未克	,受让一球/球半	,受让两球	,0.86/0.96	,3/3.5	,3.5	,0.96/0.84	,没有中场或45或46	,没有中场或45或46	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200928.htm	,http://live.win007.com/detail/1873405cn.htm	,2020.09.28	,挪甲	,格鲁德	,艾伊加登	,半球/一球	,半球/一球	,0.95/0.93	,3	,3	,0.95/0.91	,2.5	,0.86/1.00	,1	,7	,5	,1	,1	
http://bf.win007.com/football/Over_20200928.htm	,http://live.win007.com/detail/1894871cn.htm	,2020.09.29	,德乙	,柏德博恩	,汉堡	,平手	,受让平手/半球	,1.01/0.89	,2.5/3	,3	,1.03/0.85	,6.5/7	,0.93/0.94	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200927.htm	,http://live.win007.com/detail/1930470cn.htm	,2020.09.27	,韩K联	,浦项制铁	,光州FC	,半球/一球	,半球	,0.91/0.99	,2.5/3	,3	,0.90/0.97	,2.5/3	,1.00/0.86	,1	,8	,5	,2	,1	
http://bf.win007.com/football/Over_20200927.htm	,http://live.win007.com/detail/1849701cn.htm	,2020.09.27	,哈萨超	,奥肯咸特普斯	,阿拉木图凯拉特	,受让一球/球半	,受让球半	,0.99/0.83	,2.5/3	,3	,0.96/0.84	,5.5	,0.98/0.86	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200927.htm	,http://live.win007.com/detail/1915283cn.htm	,2020.09.27	,意甲	,那不勒斯	,热那亚	,球半	,两球	,1.08/0.83	,3	,3	,0.80/1.11	,2.5	,0.89/0.99	,1	,6	,5	,0	,0	
http://bf.win007.com/football/Over_20200927.htm	,http://live.win007.com/detail/1911002cn.htm	,2020.09.27	,土甲	,阿尔塔伊	,埃斯基谢希尔体育	,一球/球半	,球半	,0.80/0.96	,2.5/3	,3	,0.99/0.77	,没有中场或45或46	,没有中场或45或46	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200926.htm	,http://live.win007.com/detail/1915286cn.htm	,2020.09.26	,意甲	,都灵	,亚特兰大	,受让半球	,受让一球	,0.82/1.09	,3	,3	,0.88/1.02	,6.5/7	,0.95/0.93	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200925.htm	,http://live.win007.com/detail/1885916cn.htm	,2020.09.25	,澳威超	,黑镇市足球俱乐部	,悉尼联盟	,受让半球/一球	,受让半球	,0.84/0.98	,3	,3	,0.80/1.00	,4.5/5	,0.84/1.02	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200925.htm	,http://live.win007.com/detail/1903715cn.htm	,2020.09.25	,马来甲	,森美兰州	,古晋足协	,半球	,半球/一球	,0.85/0.85	,2.5/3	,2.5/3	,0.77/0.93	,6.5/7	,0.80/0.90	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200925.htm	,http://live.win007.com/detail/1921636cn.htm	,2020.09.26	,瑞士甲	,温特图尔	,阿劳	,平手/半球	,半球	,0.93/0.95	,3/3.5	,3.5/4	,0.99/0.87	,6	,1.01/0.85	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200925.htm	,http://live.win007.com/detail/1918416cn.htm	,2020.09.26	,保超	,CSKA索菲亚	,伊塔尔	,球半	,球半	,0.88/0.94	,2.5	,2.5	,0.94/0.86	,5.5	,1.08/0.74	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200924.htm	,http://live.win007.com/detail/1923324cn.htm	,2020.09.24	,美职业	,洛杉矶FC	,温哥华白帽	,两球	,两球半	,0.89/1.01	,3.5/4	,4/4.5	,0.90/0.98	,7/7.5	,0.95/0.92	,5	,6	,1	,0	,0	
http://bf.win007.com/football/Over_20200924.htm	,http://live.win007.com/detail/1927683cn.htm	,2020.09.25	,欧罗巴杯	,卡拉卡斯维克	,第比利斯迪纳摩	,受让平手/半球	,受让半球	,0.85/0.97	,2.5	,2.5	,1.01/0.79	,2	,0.86/0.94	,1	,7	,5	,1	,1	
http://bf.win007.com/football/Over_20200924.htm	,http://live.win007.com/detail/1927687cn.htm	,2020.09.25	,欧罗巴杯	,LASK林茨	,斯特里达	,一球	,一球	,0.82/1.00	,3	,3	,0.84/0.96	,3.5/4	,0.96/0.84	,2	,7	,4	,1	,0	
http://bf.win007.com/football/Over_20200923.htm	,http://live.win007.com/detail/1873120cn.htm	,2020.09.23	,日职乙	,松本山雅	,FC琉球	,平手/半球	,平手	,0.85/1.04	,2.5	,2.5	,0.971/0.909	,4.5	,0.82/1.05	,3	,7	,3	,1	,1	
http://bf.win007.com/football/Over_20200923.htm	,http://live.win007.com/detail/1911751cn.htm	,2020.09.23	,巴林甲	,席特拉	,玛基亚	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,6	,8	,0	,2	,2	
http://bf.win007.com/football/Over_20200923.htm	,http://live.win007.com/detail/1927707cn.htm	,2020.09.24	,英联杯	,弗利特伍德	,埃弗顿	,受让一球/球半	,受让球半	,1.00/0.88	,2.5/3	,3	,0.91/0.95	,3.5	,0.96/0.90	,2	,7	,4	,1	,1	
http://bf.win007.com/football/Over_20200923.htm	,http://live.win007.com/detail/1927704cn.htm	,2020.09.24	,英联杯	,莫雷坎比	,纽卡斯尔联	,受让球半	,受让球半/两球	,0.89/0.99	,2.5/3	,3	,1.01/0.85	,7	,0.91/0.95	,5	,7	,1	,1	,1	
http://bf.win007.com/football/Over_20200922.htm	,http://live.win007.com/detail/1929259cn.htm	,2020.09.23	,英足总杯	,塔德卡斯特	,利瑟兰	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,3	
http://bf.win007.com/football/Over_20200922.htm	,http://live.win007.com/detail/1929286cn.htm	,2020.09.23	,英足总杯	,布顿	,贝柏城	,一球/球半	,球半	,0.98/0.84	,3	,3/3.5	,0.93/0.87	,4.5	,0.78/1.02	,3	,7	,3	,1	,0	
http://bf.win007.com/football/Over_20200921.htm	,http://live.win007.com/detail/1840837cn.htm	,2020.09.22	,亚冠杯	,塔亚文	,沙瑞加	,半球	,受让平手/半球	,0.81/1.07	,2.5	,2/2.5	,0.89/0.97	,2/2.5	,0.87/0.99	,1	,6	,5	,0	,0	
