当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,下半场75前进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839221cn.htm	,2020.02.01	,球会友谊	,南塔	,华迪斯	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,9	,4	,3	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839460cn.htm	,2020.02.01	,球会友谊	,IMT诺维贝尔格莱德	,博斯克1926	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1837032cn.htm	,2020.02.01	,大西洋杯	,布拉格斯拉维亚	,奥胡斯	,半球	,半球/一球	,0.71/1.12	,2.5/3	,2.5/3	,0.75/1.05	,3.5	,1.03/0.83	,2	,6	,4	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839471cn.htm	,2020.02.01	,球会友谊	,蒙斯特	,洛特维达蒙士达	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,3	,9	,3	,3	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1807965cn.htm	,2020.02.01	,印度超	,可拉拉	,泰坦	,平手	,受让平手/半球	,0.70/1.19	,2.5/3	,2.5/3	,0.77/1.07	,4.5	,0.91/0.93	,3	,9	,3	,3	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1836793cn.htm	,2020.02.01	,法女杯	,蒙彼利埃女足	,梅斯女足	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739745cn.htm	,2020.02.01	,英议南	,茨伯翰	,达特福德队	,受让平手/半球	,受让平手/半球	,0.97/0.87	,2.5/3	,2.5	,0.84/0.98	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739748cn.htm	,2020.02.01	,英议南	,哈姆雷特	,车姆斯福特	,平手/半球	,平手	,0.81/1.03	,2.5/3	,2.5	,0.84/0.98	,没有中场或45或46	,没有中场或45或46	,3	,8	,3	,2	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739750cn.htm	,2020.02.01	,英议南	,富莫咸普顿	,亨格福德镇	,半球/一球	,半球/一球	,0.82/1.02	,2.5/3	,2.5/3	,1.01/0.81	,没有中场或45或46	,没有中场或45或46	,4	,8	,2	,2	,2	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1739291cn.htm	,2020.02.01	,英议北	,约克城	,切斯特	,平手/半球	,平手/半球	,0.80/1.04	,2.5	,2/2.5	,0.82/1.00	,没有中场或45或46	,没有中场或45或46	,4	,6	,2	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1730527cn.htm	,2020.02.01	,苏甲	,蒙特罗斯	,彼得黑德	,半球	,半球	,0.80/0.90	,2.5/3	,2.5/3	,0.95/0.75	,没有中场或45或46	,没有中场或45或46	,4	,7	,2	,1	,1	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839044cn.htm	,2020.02.01	,欧室锦标	,北爱尔兰室内足球队	,土耳其室内足球队	,受让三球半	,受让三球半	,1.04/0.76	,7.5	,7.5	,0.88/0.88	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1838218cn.htm	,2020.02.01	,世室欧预	,斯洛伐克室内足球队	,阿塞拜疆室内足球队	,受让两球	,受让两球	,0.92/0.88	,5.5	,5.5	,0.90/0.86	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1839047cn.htm	,2020.02.02	,欧室锦标	,比利时室内足球队	,黑山室內足球队	,球半	,球半	,0.85/0.95	,7.5	,7.5	,1.01/0.75	,没有中场或45或46	,没有中场或45或46	,6	,6	,0	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1763616cn.htm	,2020.02.02	,意甲	,森索罗	,罗马	,受让半球/一球	,受让半球/一球	,0.93/0.97	,3	,3	,0.93/0.97	,4.5/5	,0.84/1.04	,3	,6	,3	,0	,0	
http://bf.win007.com/football/Over_20200201.htm	,http://live.win007.com/detail/1812962cn.htm	,2020.02.02	,新西兰联	,伊斯特恩沙伯奥克兰	,南方联	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,没有Crown	,无大小球变化表	,无大小球变化表	,2	,6	,4	,0	,0	
