当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20190122.htm	,http://op1.win007.com/oddslist/1658477.htm	,2019.01.23	,英锦赛	,朴茨茅斯	,彼得堡联	,1.98	,3.45	,3.00	,2.42	,3.30	,2.42	,半球	,0.78	,1.11	,受让平手/半球	,0.98	,0.90	,3	,3	
http://bf.win007.com/football/Over_20190119.htm	,http://op1.win007.com/oddslist/1584828.htm	,2019.01.19	,澳洲甲	,墨尔本城	,珀斯光荣	,2.20	,3.25	,2.72	,2.75	,3.00	,2.31	,平手/半球	,1.08	,0.80	,平手	,1.00	,0.90	,1	,1	
http://bf.win007.com/football/Over_20190119.htm	,http://op1.win007.com/oddslist/1578219.htm	,2019.01.19	,英甲	,吉林汉姆	,沃尔索尔	,2.38	,3.15	,2.55	,2.45	,3.15	,2.48	,平手	,0.87	,1.01	,平手	,0.95	,0.93	,0	,0	
http://bf.win007.com/football/Over_20190119.htm	,http://op1.win007.com/oddslist/1555795.htm	,2019.01.20	,比甲	,华斯兰德	,色格拉布鲁日	,2.28	,3.20	,2.65	,2.45	,3.20	,2.45	,平手/半球	,1.05	,0.83	,平手	,0.82	,1.08	,1	,3	
http://bf.win007.com/football/Over_20190118.htm	,http://op1.win007.com/oddslist/1553466.htm	,2019.01.19	,荷乙	,阿尔克马尔青年队	,多德勒支	,2.22	,3.50	,2.55	,2.41	,3.30	,2.43	,平手/半球	,0.98	,0.90	,平手/半球	,1.04	,0.84	,0	,0	
http://bf.win007.com/football/Over_20190117.htm	,http://op1.win007.com/oddslist/1542737.htm	,2019.01.17	,亚洲杯	,沙特阿拉伯	,卡塔尔	,2.22	,2.95	,2.95	,2.50	,2.87	,2.63	,平手	,1.06	,0.76	,平手	,1.04	,0.78	,0	,0	
http://bf.win007.com/football/Over_20190116.htm	,http://op1.win007.com/oddslist/1549838.htm	,2019.01.17	,法甲	,圣埃蒂安	,马赛	,2.15	,3.20	,2.85	,2.40	,3.20	,2.50	,平手/半球	,1.05	,0.83	,平手	,0.82	,1.08	,3	,0	
http://bf.win007.com/football/Over_20190113.htm	,http://op1.win007.com/oddslist/1549866.htm	,2019.01.13	,法甲	,南特	,雷恩	,2.33	,2.95	,2.78	,2.61	,2.75	,2.61	,平手/半球	,0.96	,0.92	,平手	,0.99	,0.91	,0	,0	
http://bf.win007.com/football/Over_20190112.htm	,http://op1.win007.com/oddslist/1557730.htm	,2019.01.12	,英冠	,伯明翰	,米德尔斯堡	,2.50	,2.88	,2.62	,2.60	,2.70	,2.67	,平手	,0.83	,1.05	,平手	,0.82	,1.08	,0	,0	
http://bf.win007.com/football/Over_20190109.htm	,http://op1.win007.com/oddslist/1651126.htm	,2019.01.10	,法联杯	,摩纳哥	,雷恩	,2.37	,3.05	,2.65	,3.03	,3.05	,2.12	,平手/半球	,1.03	,0.85	,受让平手/半球	,1.03	,0.87	,1	,0	
http://bf.win007.com/football/Over_20190108.htm	,http://op1.win007.com/oddslist/1549841.htm	,2019.01.09	,法甲	,亚眠	,安格斯	,2.48	,2.80	,2.72	,2.88	,2.72	,2.41	,平手	,0.83	,1.05	,平手	,1.11	,0.80	,1	,1	
http://bf.win007.com/football/Over_20190108.htm	,http://op1.win007.com/oddslist/1651280.htm	,2019.01.09	,英锦赛	,阿克灵顿	,伯利	,2.15	,3.35	,2.75	,2.33	,3.30	,2.52	,半球	,1.05	,0.83	,平手	,1.12	,0.77	,0	,3	
http://bf.win007.com/football/Over_20190105.htm	,http://op1.win007.com/oddslist/1578199.htm	,2019.01.05	,英甲	,罗奇代尔	,伯顿	,2.15	,3.25	,2.82	,2.40	,3.20	,2.50	,平手/半球	,1.08	,0.80	,平手	,0.95	,0.93	,0	,0	
http://bf.win007.com/football/Over_20190105.htm	,http://op1.win007.com/oddslist/1578199.htm	,2019.01.05	,英甲	,罗奇代尔	,伯顿	,2.15	,3.25	,2.82	,2.40	,3.20	,2.50	,平手/半球	,1.08	,0.80	,平手	,0.95	,0.93	,0	,0	
http://bf.win007.com/football/Over_20190105.htm	,http://op1.win007.com/oddslist/1576221.htm	,2019.01.06	,葡超	,马里迪莫	,朴迪莫伦斯	,2.35	,2.88	,2.80	,2.50	,2.88	,2.62	,平手	,0.85	,1.03	,平手	,0.87	,1.03	,3	,3	
http://bf.win007.com/football/Over_20190102.htm	,http://op1.win007.com/oddslist/1552344.htm	,2019.01.03	,英超	,伯恩茅斯	,沃特福德	,2.32	,3.35	,2.50	,2.46	,3.10	,2.50	,平手/半球	,0.94	,0.94	,平手	,0.89	,1.02	,1	,0	
http://bf.win007.com/football/Over_20190101.htm	,http://op1.win007.com/oddslist/1584806.htm	,2019.01.01	,澳洲甲	,西悉尼流浪者	,墨尔本城	,2.43	,3.15	,2.50	,2.45	,3.15	,2.48	,受让平手/半球	,0.74	,1.16	,平手	,0.91	,0.99	,0	,0	
http://bf.win007.com/football/Over_20190101.htm	,http://op1.win007.com/oddslist/1557720.htm	,2019.01.01	,英冠	,布伦特福德	,诺维奇	,2.32	,3.30	,2.53	,2.42	,3.30	,2.42	,平手	,0.94	,0.94	,平手	,0.81	,1.09	,1	,3	
