当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20190916.htm	,http://op1.win007.com/oddslist/1720856.htm	,2019.09.17	,英超	,阿斯顿维拉	,西汉姆联	,2.30	,3.35	,2.35	,2.60	,3.55	,2.03	,平手	,0.83	,1.05	,平手	,1.04	,0.87	,1	,1	
http://bf.win007.com/football/Over_20190915.htm	,http://op1.win007.com/oddslist/1727607.htm	,2019.09.15	,英冠	,哈德斯菲尔德	,谢周三	,2.40	,2.95	,2.48	,2.48	,2.95	,2.40	,平手	,1.08	,0.80	,平手	,1.11	,0.80	,0	,0	
http://bf.win007.com/football/Over_20190914.htm	,http://op1.win007.com/oddslist/1727616.htm	,2019.09.14	,英冠	,普雷斯顿	,布伦特福德	,2.32	,3.10	,2.47	,2.35	,3.10	,2.43	,平手/半球	,1.02	,0.86	,平手	,1.07	,0.83	,3	,3	
http://bf.win007.com/football/Over_20190911.htm	,http://op1.win007.com/oddslist/1656709.htm	,2019.09.12	,美职业	,皇家盐湖城	,圣何塞地震	,2.21	,3.48	,2.39	,2.30	,3.45	,2.30	,平手/半球	,0.90	,0.98	,平手	,1.07	,0.83	,3	,3	
http://bf.win007.com/football/Over_20190907.htm	,http://op1.win007.com/oddslist/1662412.htm	,2019.09.07	,日职乙	,FC琉球	,鹿儿岛联	,2.24	,3.65	,2.28	,2.30	,3.65	,2.22	,平手	,0.90	,0.98	,平手	,1.08	,0.82	,3	,3	
http://bf.win007.com/football/Over_20190907.htm	,http://op1.win007.com/oddslist/1725307.htm	,2019.09.08	,荷乙	,特尔斯达	,坎布尔	,2.23	,3.40	,2.40	,2.28	,3.40	,2.35	,受让平手/半球	,0.81	,1.07	,受让平手/半球	,0.82	,1.06	,0	,0	
http://bf.win007.com/football/Over_20190901.htm	,http://op1.win007.com/oddslist/1734940.htm	,2019.09.01	,德乙	,奥斯纳布鲁克	,卡尔斯鲁厄	,2.12	,3.20	,2.67	,2.35	,3.10	,2.43	,平手	,0.81	,1.07	,平手	,0.94	,0.96	,3	,3	
http://bf.win007.com/football/Over_20190901.htm	,http://op1.win007.com/oddslist/1723324.htm	,2019.09.01	,荷甲	,维迪斯	,艾克马亚	,2.23	,3.40	,2.40	,2.40	,3.40	,2.23	,平手/半球	,1.02	,0.86	,受让平手/半球	,0.81	,1.09	,3	,0	
http://bf.win007.com/football/Over_20190901.htm	,http://op1.win007.com/oddslist/1720850.htm	,2019.09.01	,英超	,阿森纳	,托特纳姆热刺	,2.14	,3.35	,2.55	,2.24	,3.30	,2.44	,平手	,0.93	,0.95	,平手	,0.93	,0.98	,1	,0	
http://bf.win007.com/football/Over_20190901.htm	,http://op1.win007.com/oddslist/1650591.htm	,2019.09.01	,瑞典超	,诺科平	,哈马比	,2.11	,3.35	,2.60	,2.25	,3.35	,2.40	,平手	,0.90	,0.98	,平手/半球	,1.02	,0.88	,3	,3	
