当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20190809.htm	,http://op1.win007.com/oddslist/1725271.htm	,2019.08.10	,荷乙	,罗达JC	,阿尔梅勒城	,2.01	,3.45	,2.70	,2.33	,3.32	,2.33	,半球	,0.93	,0.95	,平手	,1.08	,0.80	,1	,0	
http://bf.win007.com/football/Over_20190808.htm	,http://op1.win007.com/oddslist/1766791.htm	,2019.08.09	,欧罗巴杯	,布隆德比	,布拉加	,2.33	,3.10	,2.45	,2.97	,3.10	,2.00	,平手	,0.84	,0.92	,受让平手/半球	,0.92	,0.90	,0	,3	
http://bf.win007.com/football/Over_20190808.htm	,http://op1.win007.com/oddslist/1766804.htm	,2019.08.09	,欧罗巴杯	,米迪兰特	,格拉斯哥流浪者	,2.25	,2.92	,2.70	,2.40	,2.92	,2.50	,平手	,0.78	,0.98	,平手/半球	,1.08	,0.74	,0	,0	
http://bf.win007.com/football/Over_20190805.htm	,http://op1.win007.com/oddslist/1734912.htm	,2019.08.06	,德乙	,纽伦堡	,汉堡	,2.30	,3.10	,2.50	,2.50	,3.10	,2.30	,平手	,0.80	,1.08	,受让平手/半球	,0.84	,1.06	,0	,0	
http://bf.win007.com/football/Over_20190805.htm	,http://op1.win007.com/oddslist/1724234.htm	,2019.08.06	,法乙	,卡昂	,洛里昂	,2.50	,2.70	,2.58	,2.75	,2.65	,2.40	,平手/半球	,0.98	,0.90	,受让平手/半球	,0.85	,1.03	,0	,0	
http://bf.win007.com/football/Over_20190804.htm	,http://op1.win007.com/oddslist/1651623.htm	,2019.08.04	,挪超	,斯塔贝克	,海于格松	,2.33	,3.10	,2.45	,2.41	,3.03	,2.41	,平手/半球	,0.97	,0.85	,平手	,1.04	,0.86	,1	,3	
http://bf.win007.com/football/Over_20190803.htm	,http://op1.win007.com/oddslist/1726229.htm	,2019.08.03	,英冠	,雷丁	,谢周三	,2.35	,3.05	,2.48	,2.38	,3.05	,2.43	,平手	,0.85	,1.03	,平手	,0.96	,0.93	,0	,0	
http://bf.win007.com/football/Over_20190803.htm	,http://op1.win007.com/oddslist/1721124.htm	,2019.08.03	,俄超	,莫斯科斯巴达	,莫斯科迪纳摩	,2.37	,2.92	,2.55	,2.40	,2.85	,2.55	,半球	,1.00	,0.88	,平手	,1.07	,0.83	,1	,1	
http://bf.win007.com/football/Over_20190803.htm	,http://op1.win007.com/oddslist/1650552.htm	,2019.08.03	,瑞典超	,法尔肯堡	,赫尔辛堡	,2.29	,3.08	,2.52	,2.39	,3.00	,2.45	,受让平手/半球	,0.77	,1.05	,平手	,0.99	,0.90	,1	,3	
http://bf.win007.com/football/Over_20190803.htm	,http://op1.win007.com/oddslist/1726231.htm	,2019.08.04	,英冠	,诺丁汉森林	,西布罗姆维奇	,2.25	,3.10	,2.55	,2.30	,3.10	,2.49	,平手	,0.81	,1.07	,平手	,0.76	,1.16	,0	,3	
http://bf.win007.com/football/Over_20190802.htm	,http://op1.win007.com/oddslist/1662010.htm	,2019.08.02	,日职联	,神户胜利船	,大阪钢巴	,1.95	,3.65	,2.68	,2.31	,3.55	,2.25	,平手/半球	,0.98	,0.90	,平手	,0.96	,0.93	,1	,0	
http://bf.win007.com/football/Over_20190802.htm	,http://op1.win007.com/oddslist/1734907.htm	,2019.08.03	,德乙	,波鸿	,比勒菲尔德	,2.15	,3.30	,2.56	,2.43	,3.30	,2.25	,平手/半球	,1.03	,0.85	,平手	,1.12	,0.79	,1	,0	
http://bf.win007.com/football/Over_20190802.htm	,http://op1.win007.com/oddslist/1724238.htm	,2019.08.03	,法乙	,沙托鲁	,罗德兹	,2.29	,2.75	,2.80	,2.72	,2.70	,2.38	,平手/半球	,0.90	,0.98	,受让平手/半球	,0.85	,1.03	,1	,1	
http://bf.win007.com/football/Over_20190802.htm	,http://op1.win007.com/oddslist/1724242.htm	,2019.08.03	,法乙	,瓦朗谢纳	,南锡	,2.42	,2.90	,2.50	,2.54	,2.90	,2.38	,平手/半球	,0.97	,0.91	,受让平手/半球	,0.81	,1.07	,1	,3	
http://bf.win007.com/football/Over_20190801.htm	,http://op1.win007.com/oddslist/1753482.htm	,2019.08.02	,欧罗巴杯	,海法马卡比	,斯特拉斯堡	,2.33	,3.15	,2.42	,2.93	,3.15	,2.00	,受让平手/半球	,0.81	,0.95	,受让平手/半球	,0.86	,0.96	,3	,0	
http://bf.win007.com/football/Over_20190801.htm	,http://op1.win007.com/oddslist/1732935.htm	,2019.08.02	,自由杯	,自由队	,格雷米奥	,2.42	,2.85	,2.53	,2.45	,2.92	,2.46	,平手	,0.80	,1.02	,平手	,1.13	,0.76	,0	,0	
