当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20190630.htm	,http://op1.win007.com/oddslist/1662641.htm	,2019.06.30	,韩K联	,FC首尔	,蔚山现代	,2.29	,3.10	,2.50	,2.65	,3.05	,2.20	,平手	,0.83	,1.05	,受让平手/半球	,0.83	,1.07	,1	,0	
http://bf.win007.com/football/Over_20190630.htm	,http://op1.win007.com/oddslist/1662286.htm	,2019.06.30	,日职乙	,福冈黄蜂	,山口雷法	,2.17	,3.30	,2.53	,2.50	,3.30	,2.20	,平手/半球	,1.00	,0.88	,受让平手/半球	,0.72	,1.21	,0	,3	
http://bf.win007.com/football/Over_20190630.htm	,http://op1.win007.com/oddslist/1651598.htm	,2019.06.30	,挪超	,斯塔贝克	,兰黑姆	,2.15	,3.15	,2.65	,2.33	,3.15	,2.42	,半球	,0.98	,0.90	,平手	,0.95	,0.94	,1	,1	
http://bf.win007.com/football/Over_20190630.htm	,http://op1.win007.com/oddslist/1651600.htm	,2019.06.30	,挪超	,莫达伦	,维京	,2.10	,3.35	,2.60	,2.28	,3.30	,2.40	,平手/半球	,0.97	,0.91	,平手/半球	,1.02	,0.88	,1	,0	
http://bf.win007.com/football/Over_20190629.htm	,http://op1.win007.com/oddslist/1662291.htm	,2019.06.29	,日职乙	,千叶市原	,町田泽维亚	,2.20	,3.28	,2.50	,2.30	,3.20	,2.43	,平手/半球	,1.03	,0.85	,平手	,1.03	,0.87	,0	,0	
http://bf.win007.com/football/Over_20190628.htm	,http://op1.win007.com/oddslist/1650512.htm	,2019.06.28	,瑞典超	,奥雷布洛	,赫尔辛堡	,2.24	,3.20	,2.50	,2.30	,3.20	,2.43	,平手/半球	,1.04	,0.84	,平手	,1.03	,0.87	,0	,0	
http://bf.win007.com/football/Over_20190626.htm	,http://op1.win007.com/oddslist/1716406.htm	,2019.06.26	,日联杯	,仙台维加泰	,名古屋鲸八	,2.10	,3.55	,2.50	,2.28	,3.55	,2.28	,平手/半球	,1.09	,0.79	,平手	,0.93	,0.96	,3	,3	
http://bf.win007.com/football/Over_20190626.htm	,http://op1.win007.com/oddslist/1716406.htm	,2019.06.26	,日联杯	,仙台维加泰	,名古屋鲸八	,2.10	,3.55	,2.50	,2.28	,3.55	,2.28	,平手/半球	,1.09	,0.79	,平手	,0.93	,0.96	,3	,3	
http://bf.win007.com/football/Over_20190622.htm	,http://op1.win007.com/oddslist/1656656.htm	,2019.06.23	,美职业	,辛辛那提	,洛杉矶银河	,2.30	,3.40	,2.32	,2.50	,3.40	,2.16	,平手	,0.85	,1.03	,平手	,1.09	,0.81	,0	,0	
http://bf.win007.com/football/Over_20190620.htm	,http://op1.win007.com/oddslist/1648124.htm	,2019.06.20	,女世界杯	,荷兰女足	,加拿大女足	,2.34	,3.10	,2.44	,2.52	,2.98	,2.34	,平手	,0.80	,1.02	,平手	,0.86	,0.96	,3	,3	
