当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200331.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1686762	,2020.11.19	,欧青U21外	,意大利U21	,瑞典U21	,平手	,受让平手/半球	,0.85/0.97	,2.5/3	,3	,1.01/0.85	,2.5	,0.91/0.95	,1	,5	,0	,0	
http://bf.win007.com/football/Over_20200329.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1864384	,2020.03.30	,尼拉甲	,幕尼西波尔哈拉帕	,祖云达斯马纳瓜	,平手/半球	,受让平手/半球	,0.75/0.95	,2.5	,2.5/3	,0.88/0.82	,2/2.5	,0.84/0.86	,1	,1	,0	,0	
http://bf.win007.com/football/Over_20200324.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1863860	,2020.03.24	,球会友谊	,吉尔狮子	,莫鲁普尔流浪者队	,平手/半球	,平手/半球	,0.85/0.91	,2.5	,2.5/3	,0.85/0.91	,2.5	,0.88/0.92	,1	,3	,1	,0	
http://bf.win007.com/football/Over_20200318.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1860999	,2020.03.19	,尼拉甲	,法拉帝水流	,马纳瓜	,平手	,受让半球	,0.80/0.90	,2.5	,2.5/3	,0.80/0.90	,2.5	,0.88/0.82	,1	,1	,0	,0	
http://bf.win007.com/football/Over_20200314.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1836951	,2020.03.14	,阿联酋超	,迪哈夫拉	,艾维赫达	,受让平手/半球	,受让半球/一球	,0.88/1.00	,2.5	,2.5/3	,0.82/1.04	,3	,0	,0	
http://bf.win007.com/football/Over_20200314.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1836957	,2020.03.15	,阿联酋超	,亚吉拉	,阿尔艾因	,平手	,受让半球	,0.84/0.98	,2.5/3	,3	,0.85/0.95	,4	,2	,2	
http://bf.win007.com/football/Over_20200313.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1837696	,2020.03.13	,沙地联	,阿勒汉斯	,费萨里哈曼	,受让平手/半球	,受让平手/半球	,1.04/0.84	,2.5/3	,3	,0.96/0.90	,3/3.5	,0.82/1.04	,2	,4	,0	,0	
http://bf.win007.com/football/Over_20200308.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1827048	,2020.03.09	,墨西联	,华雷斯	,莱昂	,受让平手/半球	,平手/半球	,1.13/0.78	,2.5	,2.5/3	,0.99/0.87	,2/2.5	,0.96/0.90	,1	,4	,2	,2	
http://bf.win007.com/football/Over_20200305.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1837686	,2020.03.05	,沙地联	,阿勒汉斯	,伊蒂哈德	,受让平手/半球	,受让平手/半球	,1.02/0.80	,2.5	,2.5/3	,0.80/1.00	,1.5	,1.07/0.79	,0	,2	,1	,1	
http://bf.win007.com/football/Over_20200303.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1745140	,2020.03.04	,葡超	,法马利卡奥	,里斯本竞技	,平手	,受让平手/半球	,0.95/0.94	,2.5	,2.5/3	,0.95/0.92	,4.5	,0.98/0.88	,3	,4	,0	,0	
http://bf.win007.com/football/Over_20200303.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1837304	,2020.03.04	,智利甲	,圣地亚哥漫游者	,奥达斯	,平手	,平手/半球	,0.82/1.06	,2.5	,2.5/3	,1.02/0.84	,4.5	,0.89/0.97	,3	,6	,1	,1	
http://bf.win007.com/football/Over_20200301.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1740777	,2020.03.02	,西甲	,皇家马德里	,巴塞罗那	,平手/半球	,平手/半球	,0.88/1.03	,2.5/3	,3	,1.00/0.90	,1.5/2	,0.90/0.98	,0	,1	,0	,0	
http://bf.win007.com/football/Over_20200301.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1827038	,2020.03.02	,墨西联	,瓜达拉哈拉	,莱昂	,平手/半球	,平手/半球	,1.05/0.85	,2.5	,2.5/3	,0.94/0.92	,1/1.5	,0.96/0.90	,0	,2	,0	,0	
