当日链接,比赛详情链接,日期,联赛名,主队,客队,初盘亚盘,终盘亚盘,终盘亚盘水位,初盘大球盘口,终盘大球盘口,终盘大球水位,中场大小盘,中场大球水位,上半场进球数,最终进球数,75分钟后进球数,80分钟后进球数
http://bf.win007.com/football/Over_20200831.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1879915	,2020.08.31	,中超	,石家庄永昌	,河北华夏幸福	,平手	,受让平手/半球	,0.92/0.94	,2.5/3	,3	,0.98/0.86	,3.5	,1.03/0.81	,2	,3	,1	,1	
http://bf.win007.com/football/Over_20200831.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1879513	,2020.09.01	,瑞典甲	,诺尔比	,奥尔格里特	,平手	,平手/半球	,1.07/0.83	,2.5	,2.5/3	,1.00/0.86	,1.5	,1.06/0.80	,0	,2	,1	,1	
http://bf.win007.com/football/Over_20200830.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1896910	,2020.08.30	,美职业	,波特兰伐木者	,皇家盐湖城	,平手/半球	,半球/一球	,1.01/0.89	,2.5	,2.5/3	,1.02/0.86	,7	,2	,2	
http://bf.win007.com/football/Over_20200830.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1889775	,2020.08.30	,斯伐甲	,斯利纳B队	,杜布尼卡	,受让平手/半球	,受让平手/半球	,1.07/0.75	,2.5/3	,3	,0.92/0.88	,4	,1	,0	
http://bf.win007.com/football/Over_20200830.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1890064	,2020.08.30	,比甲	,亨克	,布鲁日	,受让平手/半球	,受让半球	,0.81/1.09	,2.5	,2.5/3	,0.88/0.99	,2.5	,0.92/0.94	,1	,3	,1	,1	
http://bf.win007.com/football/Over_20200830.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1837743	,2020.08.30	,沙地联	,费萨里哈曼	,瓦赫达麦加	,平手/半球	,平手	,0.78/0.98	,2.5/3	,3	,0.99/0.77	,3	,1	,0	
http://bf.win007.com/football/Over_20200830.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1837748	,2020.08.30	,沙地联	,塔亚文	,伊蒂法克	,平手	,平手/半球	,0.84/0.92	,2.5	,2.5/3	,0.82/0.94	,1	,0	,0	
http://bf.win007.com/football/Over_20200829.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1872426	,2020.08.29	,日职联	,柏太阳神	,鹿岛鹿角	,平手/半球	,平手	,1.00/0.90	,2.5/3	,3	,0.98/0.90	,1.5/2	,1.02/0.85	,0	,5	,3	,3	
http://bf.win007.com/football/Over_20200829.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1872430	,2020.08.29	,日职联	,大阪钢巴	,FC东京	,平手	,平手/半球	,1.11/0.80	,2.5	,2.5/3	,1.02/0.86	,3.5	,1.02/0.85	,2	,4	,1	,0	
http://bf.win007.com/football/Over_20200829.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1876477	,2020.08.29	,瑞典超	,瓦尔贝里	,天狼星	,平手	,受让平手/半球	,0.84/1.06	,2.5/3	,3	,1.03/0.85	,1.5	,0.99/0.88	,0	,2	,0	,0	
http://bf.win007.com/football/Over_20200829.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1888036	,2020.08.29	,波兰超	,列治亚	,琴斯托霍瓦	,平手/半球	,平手	,1.08/0.82	,2.5	,2.5/3	,1.02/0.84	,2.5	,0.95/0.91	,1	,4	,1	,0	
http://bf.win007.com/football/Over_20200828.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1888034	,2020.08.29	,波兰超	,史塔麦列克	,萨比利斯	,受让平手/半球	,受让平手/半球	,0.79/1.12	,2.5	,2.5/3	,0.93/0.93	,2	,0	,0	
http://bf.win007.com/football/Over_20200823.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1872421	,2020.08.23	,日职联	,横滨水手	,广岛三箭	,平手/半球	,平手	,0.81/1.09	,2.5/3	,3	,0.87/1.01	,2.5/3	,0.84/1.03	,1	,4	,1	,1	
http://bf.win007.com/football/Over_20200823.htm	,http://vip.win007.com/AsianOdds_n.aspx?id=1845789	,2020.08.23	,乌拉甲	,芬斯	,德芬索	,平手	,受让平手/半球	,0.86/0.96	,2.5	,2.5/3	,0.97/0.83	,5	,1	,1	
